start_date,end_date,magnitude,length_days,recovery_days,magnitude_pct
2020-07-01,2020-07-06,0.027777698148058146,3,5,2.7777698148058145
2020-07-08,2020-07-23,0.04201686844155998,10,14,4.201686844155998
2020-07-28,2020-12-21,0.15410508128745307,101,137,15.410508128745306
2020-12-22,2020-12-23,0.017699083004993562,1,1,1.769908300499356
2020-12-24,2020-12-29,0.014160729335183891,3,4,1.416072933518389
2020-12-31,2021-01-04,0.0006538586260791201,1,4,0.065385862607912
2021-01-05,2021-01-08,0.01738564326775611,3,3,1.7385643267756112
2021-01-12,2021-12-06,0.18444154619010544,223,193,18.444154619010543
2021-12-08,2021-12-13,0.03481626426178337,3,4,3.4816264261783374
2021-12-17,2022-03-30,0.27924753730852125,73,89,27.924753730852125
2022-03-31,2022-04-20,0.060465015366815394,14,14,6.046501536681539
2022-04-22,2022-07-26,0.1293201376413538,60,63,12.93201376413538
2022-07-28,2022-07-29,0.0005533366351658444,1,1,0.05533366351658444
2022-08-02,2022-08-04,0.017866583226220752,2,2,1.7866583226220751
2022-08-09,2022-08-10,0.0065890583117976026,1,1,0.6589058311797602
2022-08-12,2022-08-17,0.032461560631032296,3,2,3.24615606310323
2022-08-18,2022-08-26,0.05757301747587639,6,7,5.757301747587639
2022-08-29,2022-09-05,0.03897257705819286,4,3,3.8972577058192863
2022-09-06,2022-09-08,0.007901710191136078,2,2,0.7901710191136079
2022-09-12,2022-09-27,0.044554363378357296,11,8,4.45543633783573
2022-09-28,2022-10-03,0.05163935221559211,3,3,5.163935221559211
2022-10-07,2022-10-17,0.0624513187438201,6,5,6.24513187438201
2022-10-18,2022-10-19,0.0036233378444388903,1,1,0.36233378444388903
2022-10-20,2022-10-21,0.007785061784373895,1,1,0.7785061784373895
2022-10-25,2022-11-04,0.06872359070242619,8,7,6.872359070242619
2022-11-09,2023-03-29,0.19566759883987916,96,49,19.566759883987917
2023-04-05,2023-04-06,0.010967906102567657,1,1,1.0967906102567657
2023-04-07,2023-04-10,0.011501644379961902,1,3,1.1501644379961902
2023-04-17,2023-05-11,0.08031402188095761,16,16,8.031402188095761
2023-05-15,2023-06-16,0.2498589992395861,23,22,24.98589992395861
2023-06-19,2023-07-03,0.10175243341299212,7,12,10.175243341299211
2023-07-04,2023-07-05,0.013974294932737705,1,1,1.3974294932737705
2023-07-07,2023-07-10,0.01091696713946895,1,3,1.091696713946895
2023-07-13,2023-07-17,0.013404917041486051,2,4,1.340491704148605
2023-07-24,2023-07-26,0.043349721869285734,2,1,4.334972186928574
2023-07-31,2023-08-02,0.011049688301829277,2,1,1.1049688301829277
2023-08-07,2023-08-08,0.013431573176877218,1,1,1.3431573176877218
2023-08-14,2023-09-07,0.13824722026418015,17,20,13.824722026418016
2023-09-08,2023-09-14,0.0109890632700232,4,6,1.09890632700232
2023-09-15,2023-09-19,0.021540665428287937,2,1,2.1540665428287937
2023-09-20,2023-09-25,0.02209346605475935,3,5,2.2093466054759348
2023-09-26,2023-10-02,0.02772784169938036,4,5,2.772784169938036
2023-10-03,2023-10-05,0.024013691183735763,2,2,2.401369118373576
2023-10-12,2023-12-07,0.15159093873388904,40,37,15.159093873388905
2023-12-08,2024-01-11,0.0876328329179553,23,8,8.76328329179553
2024-01-16,2024-01-22,0.015509540750907817,4,5,1.5509540750907818
2024-01-25,2024-01-26,0.009517353933028473,1,1,0.9517353933028473
2024-01-30,2024-01-31,0.0053764270462561435,1,1,0.5376427046256144
2024-02-01,2024-02-08,0.03346452916826144,5,6,3.346452916826144
2024-02-12,2024-02-15,0.0416140980426593,3,2,4.16140980426593
2024-02-16,2024-02-21,0.023168465965425683,3,2,2.316846596542568
2024-02-22,2024-04-05,0.13859537954577744,31,10,13.859537954577744
2024-04-08,2024-05-03,0.09197524242725827,13,15,9.197524242725827
2024-05-10,2024-05-13,0.0005881521549403416,1,3,0.05881521549403416
2024-05-16,2024-05-17,0.005327632592884137,1,1,0.5327632592884137
2024-05-22,2024-06-03,0.04053360621824299,8,10,4.053360621824299
2024-06-04,2024-06-05,0.009562128736769369,1,1,0.9562128736769369
2024-06-06,2024-06-13,0.03571427904610303,5,3,3.5714279046103035
2024-06-24,2024-07-12,0.054006987110513396,14,2,5.40069871105134
2024-07-23,2024-07-24,0.0008123024666183504,1,1,0.08123024666183504
2024-07-25,2024-07-31,0.04083269586994806,4,2,4.083269586994806
