start_date,end_date,magnitude,length_days,recovery_days,magnitude_pct
2020-07-01,2020-07-07,0.027972067613240652,4,4,2.797206761324065
2020-07-08,2020-08-20,0.2054175515334602,28,14,20.54175515334602
2020-08-21,2020-10-14,0.1655914552750126,38,41,16.559145527501258
2020-10-15,2020-11-19,0.1896905705859894,24,24,18.96905705859894
2020-11-20,2020-11-25,0.03755092913187236,3,2,3.7550929131872355
2020-11-30,2020-12-01,0.00941175573012408,1,1,0.9411755730124081
2020-12-02,2020-12-04,0.007025810290949955,2,2,0.7025810290949954
2020-12-08,2020-12-24,0.06706117180987722,12,15,6.7061171809877225
2020-12-25,2021-01-05,0.029296894281288108,6,8,2.929689428128811
2021-01-06,2021-01-12,0.0189753140407009,4,6,1.8975314040700901
2021-01-13,2021-02-09,0.07765157347676498,19,13,7.765157347676498
2021-02-10,2021-02-23,0.058601123821360394,9,11,5.860112382136039
2021-02-24,2021-03-02,0.04972375496540735,4,6,4.972375496540735
2021-03-10,2021-03-11,0.0016025244249144978,1,1,0.1602524424914498
2021-03-12,2021-04-15,0.14217257360735372,24,23,14.217257360735372
2021-04-16,2021-04-19,0.01248048761473104,1,3,1.248048761473104
2021-04-20,2021-04-29,0.048411522722805043,6,7,4.841152272280504
2021-05-05,2021-05-06,0.020348886772384975,1,1,2.0348886772384978
2021-05-07,2021-11-09,0.24202899321916838,122,132,24.20289932191684
2021-11-10,2021-11-11,0.0013774419513174236,1,1,0.13774419513174235
2021-11-17,2021-11-23,0.027742723197226288,4,6,2.7742723197226287
2021-11-25,2021-12-01,0.04534006686650187,4,5,4.534006686650187
2021-12-17,2022-04-20,0.31008478713242527,88,55,31.008478713242525
2022-04-21,2022-08-18,0.24721187647117113,78,35,24.721187647117112
2022-08-24,2022-08-26,0.04583334922790527,2,2,4.583334922790527
2022-09-01,2022-09-08,0.04785024482711037,5,2,4.785024482711037
2022-09-09,2022-09-12,0.012541226743722598,1,3,1.2541226743722598
2022-09-13,2022-11-14,0.22360654737128585,44,46,22.360654737128584
2022-11-15,2022-11-21,0.055701203716954965,4,4,5.570120371695497
2022-11-24,2022-11-25,0.007724252011640833,1,1,0.7724252011640833
2022-11-29,2022-12-13,0.10575344137949487,10,5,10.575344137949488
2022-12-14,2022-12-19,0.04423809336799965,3,5,4.423809336799965
2022-12-20,2022-12-26,0.031706141998308054,4,4,3.1706141998308053
2022-12-27,2023-01-03,0.07031243451638002,5,6,7.031243451638002
2023-01-04,2023-09-01,0.42236327206410323,161,114,42.23632720641032
2023-09-05,2023-09-07,0.015429107924573833,2,1,1.5429107924573833
2023-09-08,2023-10-03,0.1342375605491771,17,15,13.42375605491771
2023-10-06,2023-10-10,0.01702126036299036,2,4,1.702126036299036
2023-10-11,2024-02-21,0.3080357281086843,94,56,30.80357281086843
2024-02-26,2024-07-25,0.2751572269280734,98,114,27.515722692807337
