start_date,end_date,magnitude,length_days,recovery_days,magnitude_pct
2020-07-01,2020-12-14,0.28070171569356267,114,45,28.070171569356265
2020-12-18,2021-01-13,0.06523403263352094,17,23,6.523403263352094
2021-01-14,2021-01-15,0.0015083301220544878,1,1,0.15083301220544879
2021-01-18,2021-01-19,0.00301204538082306,1,1,0.30120453808230596
2021-01-20,2021-02-26,0.11415863513579431,27,30,11.415863513579431
2021-03-04,2021-03-09,0.018096545333982243,3,1,1.8096545333982244
2021-03-10,2021-11-01,0.274300979605085,157,194,27.430097960508498
2021-11-10,2021-11-23,0.0589206885360574,9,4,5.89206885360574
2021-11-25,2021-12-07,0.10437530911466326,8,11,10.437530911466327
2021-12-14,2021-12-15,0.002650153160773632,1,1,0.26501531607736317
2021-12-17,2022-01-10,0.24840770183100147,16,19,24.840770183100148
2022-01-12,2022-01-13,0.000743511451572585,1,1,0.07435114515725849
2022-01-14,2022-02-08,0.09589993617208394,17,15,9.589993617208394
2022-02-10,2022-02-15,0.04155495190272727,3,1,4.155495190272727
2022-02-16,2022-03-29,0.15687580104188592,29,28,15.687580104188593
2022-04-08,2022-04-11,0.008422213533308295,1,3,0.8422213533308295
2022-04-13,2022-04-14,0.006981797113634643,1,1,0.6981797113634644
2022-04-18,2022-04-19,0.0026497690612297294,1,1,0.2649769061229729
2022-04-22,2022-04-27,0.026879089667791126,3,1,2.6879089667791125
2022-05-06,2022-05-10,0.008903492628821556,2,1,0.8903492628821557
2022-05-11,2022-05-16,0.01967213436953731,3,4,1.967213436953731
2022-05-17,2022-05-20,0.014981258692901877,2,3,1.4981258692901878
2022-05-24,2022-05-26,0.018621956566793697,2,2,1.8621956566793698
2022-06-01,2022-06-20,0.06412826984143244,13,10,6.412826984143244
2022-06-23,2022-08-02,0.11277615788522855,25,34,11.277615788522855
2022-08-09,2022-08-10,0.002553217461768738,1,1,0.25532174617687375
2022-08-19,2022-08-25,0.027279274720086667,4,3,2.7279274720086666
2022-08-26,2022-08-29,0.008534937090598351,1,3,0.8534937090598351
2022-09-01,2022-09-05,0.027359781692855183,2,4,2.7359781692855183
2022-09-06,2022-10-03,0.0871590541418982,19,4,8.71590541418982
2022-10-06,2022-10-10,0.0070755434189007085,2,3,0.7075543418900708
2022-10-11,2022-10-13,0.019152658115545784,2,2,1.9152658115545784
2022-10-18,2022-10-20,0.01218889776983002,2,2,1.218889776983002
2022-10-21,2022-10-24,0.011105563549965738,1,3,1.1105563549965738
2022-10-26,2022-10-31,0.03532341345032635,3,3,3.532341345032635
2022-11-02,2022-11-04,0.015624984866008527,2,2,1.5624984866008527
2022-11-09,2022-11-10,0.012389394034326604,1,1,1.2389394034326604
2022-11-11,2022-11-25,0.07760143680200544,10,9,7.760143680200544
2022-12-06,2022-12-09,0.02813859295475538,3,2,2.813859295475538
2022-12-13,2022-12-20,0.061000646119278766,5,6,6.100064611927877
2022-12-21,2023-01-02,0.03975317365046516,8,5,3.9753173650465157
2023-01-04,2023-01-17,0.14993210149144845,9,6,14.993210149144845
2023-01-20,2023-06-05,0.25614491940576395,89,117,25.614491940576396
2023-06-08,2023-06-09,0.005217355921648551,1,1,0.5217355921648551
2023-06-13,2023-06-23,0.07583201813340144,8,2,7.583201813340144
2023-07-04,2023-07-05,0.01140139618282377,1,1,1.1401396182823769
2023-07-07,2023-07-17,0.0327793439678964,6,4,3.27793439678964
2023-07-18,2023-07-19,0.021937856420515482,1,1,2.193785642051548
2023-07-21,2023-07-27,0.03507990232477683,4,2,3.507990232477683
2023-07-31,2023-08-02,0.01702127659574468,2,1,1.702127659574468
2023-08-03,2023-08-04,0.006342494714587738,1,1,0.6342494714587738
2023-08-08,2023-11-21,0.23941549403432216,74,27,23.941549403432216
2023-11-22,2024-01-29,0.17243948995068087,47,33,17.243948995068088
2024-01-30,2024-02-01,0.0072992700729927005,2,2,0.7299270072992701
2024-02-07,2024-02-09,0.01718213058419244,2,2,1.718213058419244
2024-02-12,2024-03-28,0.11450381679389313,33,22,11.450381679389313
2024-04-02,2024-04-05,0.04526748971193416,3,1,4.526748971193416
2024-04-15,2024-04-25,0.04758064516129032,7,8,4.758064516129032
2024-05-02,2024-05-06,0.003067484662576687,2,3,0.3067484662576687
2024-05-08,2025-03-06,0.21893939393939393,209,143,21.893939393939394
2025-03-07,2025-03-13,0.01636904761904762,4,2,1.636904761904762
