start_date,end_date,magnitude,length_days,recovery_days,magnitude_pct
2020-07-02,2020-07-06,0.0012704880599069986,2,4,0.12704880599069987
2020-07-09,2020-07-17,0.08094969384886096,5,7,8.094969384886095
2020-07-21,2020-12-01,0.2912868138013949,92,117,29.128681380139486
2020-12-03,2020-12-14,0.031496002293605836,7,10,3.149600229360584
2020-12-16,2020-12-18,0.02105264778973122,2,1,2.105264778973122
2020-12-21,2020-12-22,0.020774332324883387,1,1,2.077433232488339
2020-12-24,2020-12-28,0.03945257366378264,2,3,3.945257366378264
2020-12-30,2021-01-25,0.06964419897256569,17,14,6.964419897256569
2021-01-26,2021-03-08,0.12581819078429662,29,10,12.581819078429662
2021-03-10,2021-12-06,0.3521594369392087,182,146,35.21594369392087
2021-12-10,2021-12-13,0.02081987575211795,1,3,2.081987575211795
2021-12-15,2021-12-16,0.019814203107456647,1,1,1.9814203107456647
2021-12-17,2022-01-12,0.22455094359793,18,20,22.455094359792998
2022-01-13,2022-01-14,0.007747205067591674,1,1,0.7747205067591674
2022-01-17,2022-01-31,0.08352529051291502,10,5,8.352529051291501
2022-02-02,2022-03-22,0.20261809277665913,34,26,20.26180927766591
2022-03-23,2022-03-24,0.01077104566980779,1,1,1.077104566980779
2022-03-25,2022-03-28,0.006734120660510972,1,3,0.6734120660510972
2022-03-31,2022-04-04,0.008125669898452665,2,3,0.8125669898452665
2022-04-05,2022-04-06,0.0059266420381276054,1,1,0.5926642038127605
2022-04-13,2022-04-19,0.025360389708083856,4,6,2.5360389708083857
2022-04-21,2022-09-06,0.25957854376599626,90,106,25.957854376599627
2022-09-09,2022-10-04,0.08566363684589934,17,5,8.566363684589934
2022-10-11,2022-10-14,0.02338704702353966,3,2,2.338704702353966
2022-10-19,2022-10-21,0.014109384018750283,2,2,1.4109384018750284
2022-10-24,2022-10-26,0.013605405932477518,2,1,1.360540593247752
2022-10-28,2022-10-31,0.008305616578041618,1,3,0.8305616578041618
2022-11-03,2022-11-10,0.03059587574563669,5,2,3.059587574563669
2022-11-15,2022-11-18,0.06933524651721575,3,1,6.933524651721575
2022-11-21,2022-11-22,0.007102306583927134,1,1,0.7102306583927134
2022-11-23,2022-11-24,0.014747207518961412,1,1,1.4747207518961412
2022-11-25,2022-11-28,0.009589052048202517,1,3,0.9589052048202518
2022-11-29,2022-12-01,0.020597997549975704,2,2,2.05979975499757
2022-12-02,2022-12-05,0.009463686524007576,1,3,0.9463686524007576
2022-12-06,2022-12-13,0.04312498826533486,5,6,4.312498826533486
2022-12-14,2022-12-26,0.04656861842778602,8,10,4.656861842778602
2022-12-27,2022-12-29,0.04844505799012865,2,1,4.8445057990128655
2022-12-30,2023-08-22,0.4066125774019549,157,110,40.66125774019549
2023-08-28,2023-09-07,0.04958293320700136,7,7,4.958293320700136
2023-09-08,2023-09-11,0.008755784671773275,1,3,0.8755784671773275
2023-09-12,2023-09-22,0.09541284387615968,8,4,9.541284387615969
2023-09-26,2023-09-28,0.00780573761251062,2,2,0.7805737612510619
2023-09-29,2023-10-02,0.0004147751401357831,1,3,0.04147751401357831
2023-10-04,2024-07-19,0.3304854457818189,197,207,33.04854457818189
2024-07-23,2024-07-26,0.02621725628978554,3,2,2.621725628978554
