start_date,end_date,magnitude,length_days,recovery_days,magnitude_pct
2020-07-01,2020-07-02,0.02322870433441454,1,1,2.3228704334414543
2020-07-03,2020-07-13,0.02517159713694683,6,10,2.517159713694683
2020-07-17,2020-08-20,0.14922041052129814,22,21,14.922041052129813
2020-08-21,2020-09-09,0.04560610492948266,13,8,4.560610492948266
2020-09-10,2020-09-11,0.0011061989864405127,1,1,0.11061989864405126
2020-09-15,2020-09-17,0.006536032467244431,2,1,0.6536032467244431
2020-09-18,2020-09-29,0.023655947087295487,7,8,2.3655947087295486
2020-10-06,2020-10-12,0.01954734368333247,4,4,1.9547343683332468
2020-10-13,2020-10-14,0.011305229120918896,1,1,1.1305229120918896
2020-10-15,2020-10-21,0.015290522955860041,4,2,1.5290522955860042
2020-10-22,2020-10-23,0.006060629568717501,1,1,0.60606295687175
2020-10-26,2020-11-04,0.07928640204773667,6,7,7.928640204773667
2020-11-05,2020-11-06,0.016441015551511895,1,1,1.6441015551511895
2020-11-11,2020-11-18,0.0676949733843021,5,1,6.7694973384302095
2020-11-19,2020-12-07,0.06297230843437512,12,7,6.297230843437513
2020-12-10,2020-12-11,0.011747395117779657,1,1,1.1747395117779658
2020-12-17,2020-12-29,0.06736110619041208,8,8,6.736110619041208
2020-12-31,2021-01-13,0.05511810853562348,8,8,5.5118108535623485
2021-01-14,2021-01-18,0.009791125473462366,2,4,0.9791125473462367
2021-01-19,2021-03-08,0.10225835422566583,34,35,10.225835422566583
2021-03-11,2021-03-12,0.014285770263121804,1,1,1.4285770263121804
2021-03-15,2021-03-16,0.0029761694846626567,1,1,0.2976169484662657
2021-03-18,2021-03-31,0.13164111199403247,9,9,13.164111199403248
2021-04-02,2021-04-05,0.007858640562907972,1,3,0.7858640562907973
2021-04-06,2021-04-07,0.002589027984820733,1,1,0.2589027984820733
2021-04-19,2021-04-26,0.02726272248451641,4,5,2.726272248451641
2021-04-28,2021-05-04,0.02622104850840849,4,6,2.622104850840849
2021-05-05,2021-05-06,0.010686906944804623,1,1,1.0686906944804624
2021-05-07,2021-05-10,0.0030302421599945496,1,3,0.30302421599945495
2021-05-11,2021-08-06,0.14090028017041267,55,29,14.090028017041266
2021-08-09,2021-11-18,0.22788462698744943,71,58,22.788462698744944
2021-11-24,2021-11-25,0.0034662462600829067,1,1,0.3466246260082907
2021-11-26,2021-12-02,0.029360988637728878,4,6,2.9360988637728878
2021-12-06,2021-12-07,0.005882342920181715,1,1,0.5882342920181716
2021-12-08,2021-12-09,0.004716962158887557,1,1,0.47169621588875565
2021-12-17,2022-03-02,0.24285714285714285,53,70,24.285714285714285
2022-03-04,2022-03-17,0.04187885008696397,9,8,4.187885008696397
2022-03-22,2022-04-21,0.10584344695263126,22,21,10.584344695263127
2022-04-22,2022-11-07,0.28876713004099563,133,126,28.876713004099564
2022-11-08,2022-11-10,0.057891823209663046,2,1,5.7891823209663045
2022-11-11,2022-11-15,0.027703808881561487,2,4,2.770380888156149
2022-11-16,2022-11-21,0.0186168874421784,3,3,1.86168874421784
2022-11-29,2022-11-30,0.0009546654192152391,1,1,0.0954665419215239
2022-12-01,2022-12-13,0.058602935985097575,8,5,5.860293598509758
2022-12-14,2023-02-16,0.1742354498334381,42,8,17.42354498334381
2023-02-22,2024-05-24,0.4099478731117478,314,380,40.99478731117478
2024-05-27,2024-05-28,0.0048562904221299994,1,1,0.48562904221299996
2024-05-29,2024-06-03,0.029947381567616928,3,3,2.994738156761693
2024-06-04,2024-06-14,0.06814510801207982,8,3,6.814510801207982
2024-06-21,2024-07-03,0.04735374761962162,8,1,4.735374761962162
2024-07-08,2024-07-10,0.007272755015980114,2,1,0.7272755015980114
2024-07-17,2024-07-19,0.017574691971584327,2,1,1.7574691971584326
