symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_signal,confirmations
ISCTR,2023-11-06 06:30:00+00:00,2023-11-14 06:30:00+00:00,8.61608600616455,7.896078586578369,2419,-1741.6979479789734,-0.08356548658764988,STOP_LOSS,STRONG_BUY,
ISCTR,2024-11-21 10:30:00+00:00,2024-12-10 10:30:00+00:00,13.170000076293944,14.029999732971191,1556,1338.1594657897986,0.06529989762302671,SIGNAL,STRONG_BUY,"macd,adx_di"
ISCTR,2025-02-13 06:30:00+00:00,2025-03-19 06:30:00+00:00,14.06999969482422,15.0600004196167,1475,1460.251069068905,0.07036252638702323,SIGNAL,STRONG_BUY,macd
ISDMR,2022-11-04 06:30:00+00:00,2023-03-27 14:30:00+00:00,26.559999465942383,37.0,792,8268.480422973633,0.39307231716795493,SIGNAL,STRONG_BUY,macd
ISDMR,2025-04-24 06:30:00+00:00,2025-06-13 06:30:00+00:00,34.619998931884766,34.08000183105469,656,-354.23809814453125,-0.015597837015897327,SIGNAL,STRONG_BUY,macd
ISDMR,2025-06-20 09:30:00+00:00,2025-06-27 14:30:00+00:00,35.41999816894531,34.79999923706055,639,-396.17931747436523,-0.017504205644718336,END_TEST,STRONG_BUY,macd
ISFIN,2024-03-21 06:30:00+00:00,2025-04-15 08:30:00+00:00,11.039999961853027,13.539999961853027,2043,5107.5,0.22644927614477847,SIGNAL,STRONG_BUY,"macd,adx_di"
ISGYO,2023-01-30 07:30:00+00:00,2023-02-01 06:30:00+00:00,12.34000015258789,11.100000381469728,1911,-2369.639562606808,-0.10048620387238122,STOP_LOSS,STRONG_BUY,
ISGYO,2023-07-12 13:30:00+00:00,2023-09-29 14:30:00+00:00,12.1899995803833,23.65999984741211,1895,21735.650506019592,0.9409352470763701,SIGNAL,STRONG_BUY,"macd,adx_di"
ISGYO,2024-10-24 06:30:00+00:00,2025-04-28 06:30:00+00:00,16.43000030517578,15.039999961853027,1671,-2322.690573692322,-0.08460135833867731,STOP_LOSS,STRONG_BUY,
IZMDC,2022-09-05 08:30:00+00:00,2022-12-23 06:30:00+00:00,2.7699999809265137,5.860000133514404,9744,30108.961486816406,1.1155235284710519,SIGNAL,STRONG_BUY,macd
KARSN,2023-10-30 07:30:00+00:00,2023-11-14 10:30:00+00:00,10.079999923706056,9.210000038146973,3275,-2849.249625206001,-0.08630951310952156,STOP_LOSS,STRONG_BUY,
KARSN,2024-08-08 07:30:00+00:00,2024-11-12 12:30:00+00:00,14.770000457763672,13.550000190734863,2196,-2679.1205863952637,-0.08259988010951823,STOP_LOSS,STRONG_BUY,
KARTN,2024-02-19 07:30:00+00:00,2024-08-05 06:30:00+00:00,99.0,90.5,322,-2737.0,-0.08585858585858586,STOP_LOSS,STRONG_BUY,
KARTN,2024-10-07 06:30:00+00:00,2025-06-27 14:30:00+00:00,81.19999694824219,77.69999694824219,386,-1351.0,-0.04310344989582869,END_TEST,STRONG_BUY,adx_di
KCHOL,2022-12-28 09:30:00+00:00,2023-01-10 13:30:00+00:00,80.80000305175781,73.6500015258789,384,-2745.6005859375,-0.08849011455233302,STOP_LOSS,STRONG_BUY,
KCHOL,2023-03-23 06:30:00+00:00,2023-05-03 06:30:00+00:00,79.5999984741211,73.0999984741211,383,-2489.5,-0.08165829302262144,STOP_LOSS,STRONG_BUY,
KLRHO,2022-10-17 08:30:00+00:00,2022-11-08 06:30:00+00:00,13.983999252319336,12.37600040435791,2148,-3453.9815254211426,-0.11498848211785544,STOP_LOSS,STRONG_BUY,
KLRHO,2023-07-31 08:30:00+00:00,2023-10-26 06:30:00+00:00,15.460000038146973,42.060001373291016,1898,50486.80253410339,1.7205692929825054,SIGNAL,STRONG_BUY,adx_di
KLRHO,2025-02-26 08:30:00+00:00,2025-03-19 06:30:00+00:00,27.959999084472656,25.5,1410,-3468.5987091064453,-0.08798280275476816,STOP_LOSS,STRONG_BUY,
THYAO,2023-06-02 06:30:00+00:00,2025-01-08 06:30:00+00:00,150.0,291.25,258,36442.5,0.9416666666666667,SIGNAL,STRONG_BUY,macd
