symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,holding_periods
GARAN,2022-09-14 08:00:00+00:00,2022-09-15 04:00:00+00:00,26.6200008392334,23.959999084472656,129,-356.18986634445173,-0.10351804533527237,STOP_LOSS,0.5171158408634574,2.0
EKGYO,2022-09-14 08:00:00+00:00,2022-09-15 12:00:00+00:00,4.380000114440918,3.9800000190734863,704,-293.3709473266599,-0.09495166852285641,STOP_LOSS,0.49714956715762443,4.0
SKBNK,2022-09-14 08:00:00+00:00,2022-09-16 04:00:00+00:00,4.670000076293945,4.260000228881836,703,-300.78547315978994,-0.0914359377673989,STOP_LOSS,0.5163463522351172,5.0
HALKB,2022-09-16 04:00:00+00:00,2022-09-19 04:00:00+00:00,10.0,9.100000381469728,312,-292.7182812194819,-0.09363269653624864,STOP_LOSS,0.5438057891755105,3.0
SNGYO,2022-09-14 08:00:00+00:00,2022-09-23 08:00:00+00:00,1.7962501049041748,1.8037500381469729,2793,0.837712748051672,0.00016664399200446404,TIME_EXIT,0.606608872264287,21.0
ASELS,2022-09-14 08:00:00+00:00,2022-09-23 08:00:00+00:00,15.510000228881836,15.220000267028809,305,-107.19528866767905,-0.022614986510430937,TIME_EXIT,0.6018396319578674,21.0
ANSGR,2022-09-14 08:00:00+00:00,2022-09-23 08:00:00+00:00,8.880000114440918,8.989999771118164,466,34.6050001182557,0.008345882103934867,TIME_EXIT,0.556928716153629,21.0
ALGYO,2022-09-14 08:00:00+00:00,2022-09-26 04:00:00+00:00,9.324444770812988,9.506667137145996,586,84.71224351501496,0.015472406439689232,TIME_EXIT,0.6592105301451368,23.0
PGSUS,2022-09-14 08:00:00+00:00,2022-09-26 04:00:00+00:00,50.024559020996094,50.53605651855469,78,24.20934878540038,0.006192093624324308,TIME_EXIT,0.5551003400150436,23.0
GUBRF,2022-09-15 04:00:00+00:00,2022-09-26 08:00:00+00:00,125.4000015258789,127.0,26,28.475160247802705,0.008716207598700985,TIME_EXIT,0.6188828967368127,22.0
EGEEN,2022-09-19 04:00:00+00:00,2022-09-27 08:00:00+00:00,2460.0,2263.199951171875,1,-206.24644873046873,-0.0836726744602132,STOP_LOSS,0.7190184590446106,13.0
TAVHL,2022-09-23 08:00:00+00:00,2022-09-28 08:00:00+00:00,69.25,63.59999847412109,54,-319.4478822326664,-0.0852547831820425,STOP_LOSS,0.6798732315803369,9.0
INDES,2022-09-26 04:00:00+00:00,2022-09-28 08:00:00+00:00,0.9392948150634766,0.8572291731834412,3614,-309.5705051414966,-0.09101265444747153,STOP_LOSS,0.5374356637128104,7.0
