symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,phases_aligned
GESAN,2022-09-14 08:00:00+00:00,2022-09-23 04:00:00+00:00,16.674999237060547,20.850000381469727,255,1045.48754201889,0.24538337614182143,TAKE_PROFIT,0.3188471474914277,3
SNGYO,2022-09-16 12:00:00+00:00,2022-09-26 08:00:00+00:00,1.8825000524520876,1.725000023841858,1706,-281.0038390693667,-0.08732337406110152,STOP_LOSS,0.5134801994071908,3
HEKTS,2022-09-16 08:00:00+00:00,2022-09-26 12:00:00+00:00,29.83645439147949,37.729034423828125,118,915.3789884567268,0.2594800649865417,TAKE_PROFIT,0.568427705300062,3
KOZAA,2022-09-14 12:00:00+00:00,2022-09-27 12:00:00+00:00,30.459999084472656,27.739999771118164,142,-402.76870217132546,-0.09293295864995231,STOP_LOSS,0.5098584475603749,3
TAVHL,2022-09-15 08:00:00+00:00,2022-09-28 08:00:00+00:00,70.19999694824219,63.59999847412109,59,-405.1883094329837,-0.0976337746660009,STOP_LOSS,0.5288152149000337,3
INDES,2022-09-15 12:00:00+00:00,2022-09-29 12:00:00+00:00,0.9134263396263124,0.8251165747642517,4335,-397.89599774479893,-0.10028574766248717,STOP_LOSS,0.5251809012706248,3
BIMAS,2022-09-23 12:00:00+00:00,2022-09-30 04:00:00+00:00,120.9000015258789,115.0,27,-172.0386412811281,-0.05259787660833968,PHASE_EXIT,0.5337741838323654,3
QUAGR,2022-09-15 12:00:00+00:00,2022-10-05 04:00:00+00:00,2.843636274337769,3.598181962966919,1218,903.3443795242306,0.2602940803142489,TAKE_PROFIT,0.42565856755575704,3
AKSA,2022-09-15 12:00:00+00:00,2022-10-05 08:00:00+00:00,4.679166793823242,5.9666666984558105,672,850.8919356994629,0.27006536239835394,TAKE_PROFIT,0.3695987545978434,3
KONYA,2022-09-29 08:00:00+00:00,2022-10-10 08:00:00+00:00,1269.4000244140625,1598.0,2,645.730351074219,0.2538370315674952,TAKE_PROFIT,0.4684038114059428,3
THYAO,2022-09-27 08:00:00+00:00,2022-10-14 04:00:00+00:00,71.75,89.8499984741211,41,728.8487375640871,0.24726572606943403,TAKE_PROFIT,0.3746365065137961,3
EGEEN,2022-09-30 08:00:00+00:00,2022-10-14 12:00:00+00:00,2275.199951171875,2880.699951171875,2,1190.3764003906253,0.2610760427846233,TAKE_PROFIT,0.5740576426096836,4
MPARK,2022-09-27 12:00:00+00:00,2022-10-17 08:00:00+00:00,48.0,62.20000076293945,66,922.6536502532958,0.29066036180583776,TAKE_PROFIT,0.42763572673370986,3
IPEKE,2022-09-14 12:00:00+00:00,2022-10-18 04:00:00+00:00,19.57999992370605,25.18000030517578,248,1366.599134490968,0.28087239221677635,TAKE_PROFIT,0.5210579008091448,3
SAHOL,2022-09-27 08:00:00+00:00,2022-10-24 12:00:00+00:00,27.239999771118164,33.65999984741211,126,793.5732097091677,0.2307499585988445,PHASE_EXIT,0.48050878873927905,3
QUAGR,2022-10-25 08:00:00+00:00,2022-11-07 12:00:00+00:00,4.13454532623291,5.24545431137085,862,941.4324258136749,0.26362488780847304,TAKE_PROFIT,0.4259776576442046,3
EGEEN,2022-10-17 08:00:00+00:00,2022-11-08 08:00:00+00:00,2886.0,3208.699951171875,1,310.51055126953133,0.10737725908872876,TRAILING_STOP,0.7267151306457678,3
