symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,confirmations
SASA,2025-01-17 06:30:00+00:00,2025-01-20 12:30:00+00:00,3.950000047683716,3.890000104904175,1232,-93.23768988037136,-0.019121236557548663,PRIMARY_EXIT,0.5539155262289099,adx_di
HALKB,2025-01-16 06:30:00+00:00,2025-01-24 10:30:00+00:00,17.459999084472656,18.420000076293945,316,280.68415394592284,0.050771369064579755,PRIMARY_EXIT,0.6778926379044167,adx_di
ISGYO,2025-01-24 06:30:00+00:00,2025-01-27 10:30:00+00:00,20.059999465942383,19.31999969482422,258,-211.24002051544176,-0.04073407478351116,PRIMARY_EXIT,0.6720001075521829,macd
DOHOL,2025-01-29 06:30:00+00:00,2025-01-30 12:30:00+00:00,14.59000015258789,14.050000190734863,358,-213.82622658920263,-0.04085591368962461,PRIMARY_EXIT,0.5829600502776439,lorentzian
BIMAS,2025-02-06 08:30:00+00:00,2025-02-11 06:30:00+00:00,551.5,544.5,8,-73.53600000000006,-0.016634003072730347,PRIMARY_EXIT,0.6542410438795865,adx_di
KOZAA,2025-02-06 06:30:00+00:00,2025-02-13 06:30:00+00:00,70.44999694824219,73.1500015258789,87,209.9139985198981,0.0341801094079622,PRIMARY_EXIT,0.804515139698259,"macd,adx_di"
IPEKE,2025-02-06 06:30:00+00:00,2025-02-13 07:30:00+00:00,56.20000076293945,57.29999923706055,92,80.31585961914061,0.01550277491759825,PRIMARY_EXIT,0.6908935268784006,macd
TAVHL,2025-02-14 06:30:00+00:00,2025-02-20 06:30:00+00:00,273.75,250.5,19,-461.6715000000004,-0.08858447488584482,STOP_LOSS,0.705785846972491,lorentzian
INDES,2025-02-17 06:30:00+00:00,2025-02-20 07:30:00+00:00,7.940000057220459,7.860000133514404,570,-63.61195672988924,-0.01402735125256643,PRIMARY_EXIT,0.6179977140898938,lorentzian
ISCTR,2025-02-13 06:30:00+00:00,2025-02-21 13:30:00+00:00,14.06999969482422,14.329999923706056,371,75.38728519821143,0.014413265441551255,PRIMARY_EXIT,0.6756077284521173,macd
SMRTG,2025-02-17 06:30:00+00:00,2025-02-21 13:30:00+00:00,42.86000061035156,39.43999862670898,112,-401.47542199707095,-0.08346819964992715,PRIMARY_EXIT,0.6370105106067497,macd
PETKM,2025-02-24 09:30:00+00:00,2025-02-26 07:30:00+00:00,16.770000457763672,16.360000610351562,305,-145.25925411224307,-0.028342827555864567,PRIMARY_EXIT,0.6536634592688648,adx_di
KONTR,2025-02-20 13:30:00+00:00,2025-02-27 06:30:00+00:00,33.380001068115234,29.399999618530277,151,-619.939779094696,-0.12274914878409134,STOP_LOSS,0.72616681511879,lorentzian
EREGL,2025-02-27 11:30:00+00:00,2025-03-04 08:30:00+00:00,22.34000015258789,22.21999931335449,232,-48.51603445434739,-0.00934214099718834,PRIMARY_EXIT,0.7075955298964699,lorentzian
KLRHO,2025-02-26 08:30:00+00:00,2025-03-05 06:30:00+00:00,27.959999084472656,26.15999984741211,203,-387.3725646896364,-0.06811267655704517,PRIMARY_EXIT,0.756230776662845,"macd,adx_di"
AKSA,2025-03-06 07:30:00+00:00,2025-03-11 06:30:00+00:00,13.079999923706056,12.880000114440918,338,-85.14889555740501,-0.01922148141109604,PRIMARY_EXIT,0.581367514935508,lorentzian
SKBNK,2025-02-27 11:30:00+00:00,2025-03-11 12:30:00+00:00,3.819999933242798,3.9800000190734863,1195,172.55810268163623,0.03772561903667772,PRIMARY_EXIT,0.5762488469656728,adx_di
OYAKC,2025-03-06 12:30:00+00:00,2025-03-14 13:30:00+00:00,26.020000457763672,31.299999237060547,180,929.7645803833011,0.19811870068603385,TAKE_PROFIT,0.6994751193403198,"adx_di,lorentzian"
HALKB,2025-03-07 06:30:00+00:00,2025-03-18 06:30:00+00:00,20.76000022888184,21.700000762939453,201,171.87118694686797,0.041106636565337064,PRIMARY_EXIT,0.6843050234683598,macd
SASA,2025-03-03 06:30:00+00:00,2025-03-19 06:30:00+00:00,3.5999999046325684,3.7100000381469727,1202,114.64692062187169,0.02644159906729755,SIGNAL,0.5771182003018303,macd
FROTO,2025-03-03 09:30:00+00:00,2025-03-19 06:30:00+00:00,90.0,98.9000015258789,49,417.5878746185308,0.09450212378384519,PRIMARY_EXIT,0.7223966618940664,lorentzian
