symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,confirmations
OYAKC,2024-02-20 12:00:00+00:00,2024-02-27 12:00:00+00:00,17.730770111083984,17.320514678955078,320,-153.71456054687496,-0.0270376977592583,PRIMARY_EXIT,0.7311805267816417,macd
IZMDC,2024-03-26 12:00:00+00:00,2024-05-10 12:00:00+00:00,6.710000038146973,7.260000228881836,828,432.2658374862667,0.07764801057093632,PRIMARY_EXIT,0.6938824971021066,macd
ANSGR,2024-07-09 12:00:00+00:00,2024-07-25 08:00:00+00:00,112.6999969482422,105.6999969482422,48,-356.96639941406283,-0.065855867583122,PRIMARY_EXIT,0.7626380385952174,lorentzian
KLRHO,2024-07-09 04:00:00+00:00,2024-07-26 12:00:00+00:00,35.400001525878906,33.459999084472656,149,-309.5806439514163,-0.05857557069671303,PRIMARY_EXIT,0.5936844489848966,lorentzian
IZMDC,2024-08-20 08:00:00+00:00,2024-08-26 12:00:00+00:00,5.75,5.409999847412109,930,-336.9577416229249,-0.0628864275419101,PRIMARY_EXIT,0.6270872531575147,lorentzian
OTKAR,2024-09-16 04:00:00+00:00,2024-09-27 08:00:00+00:00,463.25,443.25,12,-261.7560000000003,-0.046992900329939205,PRIMARY_EXIT,0.7087047769385155,adx_di
SASA,2024-09-24 04:00:00+00:00,2024-10-01 12:00:00+00:00,4.510000228881836,4.130000114440918,1136,-451.31021078491176,-0.08791288707853846,STOP_LOSS,0.6609077531643448,lorentzian
AKSA,2024-09-24 08:00:00+00:00,2024-10-01 12:00:00+00:00,9.489999771118164,8.989999771118164,492,-264.1843195495603,-0.05646872872116545,PRIMARY_EXIT,0.5947784852842787,macd
AKSA,2024-11-01 08:00:00+00:00,2024-12-03 08:00:00+00:00,8.649999618530273,10.619999885559082,613,1183.9851442966465,0.2228445251922845,TAKE_PROFIT,0.6356120057936843,lorentzian
GESAN,2024-12-09 04:00:00+00:00,2024-12-20 04:00:00+00:00,47.97999954223633,48.63999938964844,105,49.00978420257525,0.009708799449903029,PRIMARY_EXIT,0.5296320240640572,adx_di
KOZAL,2024-12-31 08:00:00+00:00,2025-01-13 12:00:00+00:00,22.739999771118164,22.040000915527344,240,-189.49412567138734,-0.034651842529152495,PRIMARY_EXIT,0.6674798695816367,lorentzian
GARAN,2025-01-17 08:00:00+00:00,2025-01-24 04:00:00+00:00,132.5,131.89999389648438,42,-47.40985583496149,-0.008502286681795706,PRIMARY_EXIT,0.7393851002124012,lorentzian
EKGYO,2025-01-28 12:00:00+00:00,2025-02-03 12:00:00+00:00,15.0600004196167,14.479999542236328,337,-215.3702556514736,-0.04235094614869659,PRIMARY_EXIT,0.6415300881788625,macd
GESAN,2025-01-21 12:00:00+00:00,2025-02-05 12:00:00+00:00,47.47999954223633,49.2400016784668,111,173.8883968505861,0.03292829145610603,PRIMARY_EXIT,0.7171779959401297,lorentzian
ERBOS,2025-02-12 04:00:00+00:00,2025-02-21 08:00:00+00:00,181.8000030517578,171.6999969482422,31,-335.01718920898384,-0.059325825368544874,PRIMARY_EXIT,0.7619263579016485,lorentzian
KOZAL,2025-03-05 04:00:00+00:00,2025-03-18 04:00:00+00:00,23.799999237060547,25.81999969482422,224,430.2503430175784,0.0805431373166415,PRIMARY_EXIT,0.6351200524895533,lorentzian
PGSUS,2025-04-08 04:00:00+00:00,2025-04-16 08:00:00+00:00,263.25,252.5,19,-223.84850000000006,-0.04466470667402139,PRIMARY_EXIT,0.6792527753363817,lorentzian
TAVHL,2025-04-10 04:00:00+00:00,2025-04-17 08:00:00+00:00,249.3999938964844,237.3999938964844,18,-233.52479956054685,-0.051915416532957434,PRIMARY_EXIT,0.5198337519053232,adx_di
KLRHO,2025-04-07 12:00:00+00:00,2025-04-22 04:00:00+00:00,26.399999618530277,27.5,203,201.4166775932299,0.037508331691524864,PRIMARY_EXIT,0.6371145229454996,lorentzian
ISDMR,2025-04-25 12:00:00+00:00,2025-05-20 12:00:00+00:00,35.08000183105469,35.84000015258789,147,90.86927268218915,0.017586215405568217,PRIMARY_EXIT,0.674243851208395,lorentzian
IZMDC,2025-04-24 12:00:00+00:00,2025-05-23 08:00:00+00:00,5.119999885559082,5.070000171661377,1041,-73.26528228664392,-0.013718600998248655,PRIMARY_EXIT,0.6300488272569337,lorentzian
SAHOL,2025-06-03 04:00:00+00:00,2025-06-13 04:00:00+00:00,79.5,79.4000015258789,66,-27.574699493407934,-0.005244837082725712,PRIMARY_EXIT,0.6216143020352131,macd
KONYA,2025-06-10 04:00:00+00:00,2025-06-13 04:00:00+00:00,5467.5,4967.5,1,-520.8700000000008,-0.09507642237244775,STOP_LOSS,0.872898845819748,lorentzian
KARTN,2025-06-10 04:00:00+00:00,2025-06-18 04:00:00+00:00,84.25,77.5,56,-396.116,-0.08379087522284807,STOP_LOSS,0.6216766956092806,lorentzian
SMRTG,2025-06-24 12:00:00+00:00,2025-06-27 12:00:00+00:00,27.18000030517578,26.5,194,-152.7478993225095,-0.02891054891488864,END_TEST,,lorentzian
