symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,confirmations
AGESA,2021-10-04 00:00:00+00:00,2021-10-15 00:00:00+00:00,18.40999984741211,22.18000030517578,292,1077.1355735778807,0.19997053627848074,TAKE_PROFIT,0.6342646046651147,lorentzian
SISE,2021-10-22 00:00:00+00:00,2021-11-17 00:00:00+00:00,8.37452507019043,10.218097686767578,698,1260.8583850021369,0.2152697367717526,TAKE_PROFIT,0.76562330418325,lorentzian
GESAN,2021-11-19 00:00:00+00:00,2021-11-24 00:00:00+00:00,6.369999885559082,5.849999904632568,895,-487.2737825536724,-0.0852987886531633,STOP_LOSS,0.694925483132722,macd
TAVHL,2021-12-03 00:00:00+00:00,2021-12-08 00:00:00+00:00,31.959999084472656,38.5,177,1132.6373223724368,0.19982191751249423,TAKE_PROFIT,0.6943713915760977,macd
KARSN,2022-02-21 00:00:00+00:00,2022-02-24 00:00:00+00:00,3.990000009536743,3.5999999046325684,1417,-574.140208405971,-0.10134620577493315,STOP_LOSS,0.7954054981230497,"macd,lorentzian"
AKSA,2022-02-18 00:00:00+00:00,2022-03-25 00:00:00+00:00,2.701979398727417,3.4072580337524414,2028,1405.5260048046111,0.25598892681148416,TAKE_PROFIT,0.717101596827615,lorentzian
KRDMD,2022-03-02 00:00:00+00:00,2022-04-01 00:00:00+00:00,12.859999656677246,15.600000381469728,395,1059.8168862628954,0.2082212554941641,TAKE_PROFIT,0.6965494214551958,macd
SAHOL,2022-03-14 00:00:00+00:00,2022-04-11 00:00:00+00:00,14.135876655578612,18.38060569763184,369,1542.307852540971,0.29508982514780235,TAKE_PROFIT,0.7645120941486213,"macd,lorentzian"
BIMAS,2022-02-15 00:00:00+00:00,2022-04-26 00:00:00+00:00,69.58451843261719,76.42284393310547,83,543.3437943878171,0.09388933679995207,PRIMARY_EXIT,0.7191563443644233,lorentzian
ISFIN,2022-07-20 00:00:00+00:00,2022-08-04 00:00:00+00:00,3.690000057220459,4.440000057220459,1560,1144.6343996429441,0.198448628053672,TAKE_PROFIT,0.7372534899108004,lorentzian
BIMAS,2022-06-02 00:00:00+00:00,2022-08-11 00:00:00+00:00,81.320556640625,104.35363006591795,73,1654.305928787231,0.2781153130529109,TAKE_PROFIT,0.6990419891711226,lorentzian
ANSGR,2022-07-28 00:00:00+00:00,2022-08-22 00:00:00+00:00,5.929629325866699,7.136629581451416,823,971.854148184776,0.19874947514786676,TAKE_PROFIT,0.6438528435800827,lorentzian
ALGYO,2022-07-22 00:00:00+00:00,2022-08-29 00:00:00+00:00,7.986666202545166,7.991110801696777,642,-17.662033018112197,-0.0034377351043643613,PRIMARY_EXIT,0.6324758225847364,lorentzian
ISGYO,2022-09-12 00:00:00+00:00,2022-09-14 00:00:00+00:00,19.200000762939453,17.25,303,-612.9389316329953,-0.10514911240448685,STOP_LOSS,0.6838323321242682,macd
OYAKC,2022-08-15 00:00:00+00:00,2022-09-21 00:00:00+00:00,3.6487181186676025,3.584614992141724,1550,-121.78317875862012,-0.02149055209628062,PRIMARY_EXIT,0.7282250578423437,lorentzian
AKSEN,2022-09-22 00:00:00+00:00,2022-10-04 00:00:00+00:00,32.65999984741211,40.59999847412109,192,1496.3478969726539,0.2381482798786116,TAKE_PROFIT,0.7418428369538075,lorentzian
ISCTR,2022-10-17 00:00:00+00:00,2022-11-03 00:00:00+00:00,3.75600004196167,3.4800000190734863,1574,-457.20296421813964,-0.07718110630845033,PRIMARY_EXIT,0.6052087507222162,lorentzian
KRDMD,2022-11-07 00:00:00+00:00,2022-11-09 00:00:00+00:00,13.850000381469728,12.600000381469728,434,-565.4586006622312,-0.09388443082356457,STOP_LOSS,0.7469501638362231,lorentzian
HALKB,2022-10-19 00:00:00+00:00,2022-11-16 00:00:00+00:00,8.520000457763672,10.279999732971191,708,1219.4586865768433,0.20175601640436988,TAKE_PROFIT,0.7432786589433386,lorentzian
SNGYO,2022-12-13 00:00:00+00:00,2023-01-05 00:00:00+00:00,1.3612500429153442,1.2262500524520874,4800,-672.8399551391603,-0.1027696571850061,STOP_LOSS,0.6949179526271488,"adx_di,lorentzian"
TAVHL,2023-03-07 00:00:00+00:00,2023-03-28 00:00:00+00:00,81.80000305175781,72.4000015258789,75,-728.1301151275638,-0.11844771548391599,STOP_LOSS,0.6834249144237846,lorentzian
HALKB,2023-04-19 00:00:00+00:00,2023-04-25 00:00:00+00:00,12.550000190734863,11.3100004196167,464,-597.5019743652347,-0.1024023469211463,STOP_LOSS,0.5985025096867681,lorentzian
AGESA,2023-05-11 00:00:00+00:00,2023-05-15 00:00:00+00:00,30.84000015258789,27.700000762939453,200,-651.4158782958984,-0.10540136896648834,STOP_LOSS,0.747752104158735,"macd,lorentzian"
GARAN,2023-05-11 00:00:00+00:00,2023-05-16 00:00:00+00:00,29.838985443115234,25.764816284179688,226,-945.8951483001711,-0.13998541354293906,STOP_LOSS,0.7941060591971686,"macd,lorentzian"
THYAO,2023-05-26 00:00:00+00:00,2023-06-07 00:00:00+00:00,142.3000030517578,172.5,43,1271.527068511963,0.20738842980219194,TAKE_PROFIT,0.7552335781177842,lorentzian
TKFEN,2023-05-30 00:00:00+00:00,2023-06-09 00:00:00+00:00,30.71999931335449,37.13999938964844,177,1112.317573963166,0.20415809719599062,TAKE_PROFIT,0.7332419725403267,lorentzian
PETKM,2023-05-30 00:00:00+00:00,2023-06-19 00:00:00+00:00,14.100000381469728,13.90999984741211,321,-78.9725915794379,-0.017413437512167028,PRIMARY_EXIT,0.6063558951435833,lorentzian
KARSN,2023-05-30 00:00:00+00:00,2023-06-19 00:00:00+00:00,8.8100004196167,8.710000038146973,486,-65.629625839234,-0.015297484027782937,PRIMARY_EXIT,0.6026953472821869,lorentzian
ALGYO,2023-06-01 00:00:00+00:00,2023-06-19 00:00:00+00:00,13.55555534362793,13.029999732971191,307,-177.6691032886506,-0.04260774000130707,PRIMARY_EXIT,0.6506966822942611,lorentzian
SISE,2023-05-30 00:00:00+00:00,2023-06-21 00:00:00+00:00,42.13999938964844,39.63999938964844,122,-324.9543197021485,-0.0630812422648138,PRIMARY_EXIT,0.732523617629437,lorentzian
MAVI,2023-06-05 00:00:00+00:00,2023-06-26 00:00:00+00:00,15.199999809265137,18.487499237060547,269,866.213471590042,0.21142743920776838,TAKE_PROFIT,0.725898556438298,lorentzian
TAVHL,2023-05-30 00:00:00+00:00,2023-06-27 00:00:00+00:00,77.44999694824219,93.3499984741211,77,1197.996918197632,0.2004822137272388,TAKE_PROFIT,0.7982568985420454,lorentzian
AKSA,2023-09-07 00:00:00+00:00,2023-09-29 00:00:00+00:00,6.659640789031982,8.156768798828125,935,1372.1080032300952,0.2199166749226874,TAKE_PROFIT,0.6937537676381783,lorentzian
ECILC,2023-11-24 00:00:00+00:00,2023-12-04 00:00:00+00:00,49.20993423461914,44.90529251098633,128,-575.0876386718746,-0.09111786955473766,STOP_LOSS,0.7047919539556239,lorentzian
ALKIM,2023-12-05 00:00:00+00:00,2023-12-11 00:00:00+00:00,20.200000762939453,18.51000022888184,276,-487.8080679473869,-0.08732141999600099,STOP_LOSS,0.577369301117748,lorentzian
SASA,2023-11-28 00:00:00+00:00,2023-12-13 00:00:00+00:00,6.137499809265137,5.377500057220459,944,-739.180085678101,-0.12732657310419276,STOP_LOSS,0.6444613030307579,lorentzian
AKSA,2023-12-28 00:00:00+00:00,2024-01-19 00:00:00+00:00,7.54918098449707,6.925707817077637,835,-544.7731590938574,-0.08625050915489887,STOP_LOSS,0.7231566095279923,lorentzian
GUBRF,2024-02-08 00:00:00+00:00,2024-02-13 00:00:00+00:00,158.0,197.8000030517578,39,1524.4477187805178,0.24690115367779822,TAKE_PROFIT,0.7498770463331161,"adx_di,lorentzian"
DOAS,2023-12-29 00:00:00+00:00,2024-03-01 00:00:00+00:00,246.2603302001953,252.9678192138672,26,148.43485058593706,0.02313664338601332,PRIMARY_EXIT,0.8146183246166216,"adx_di,lorentzian"
IZMDC,2024-03-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,7.099999904632568,6.400000095367432,883,-641.9408315811161,-0.1021899607869082,STOP_LOSS,0.6943732569002984,lorentzian
HALKB,2024-09-05 00:00:00+00:00,2024-09-10 00:00:00+00:00,17.450000762939453,15.9399995803833,367,-578.6786942501067,-0.0901795900636336,STOP_LOSS,0.7473246219848072,lorentzian
ISFIN,2024-10-30 00:00:00+00:00,2024-11-04 00:00:00+00:00,11.710000038146973,10.710000038146973,537,-561.0790800819395,-0.0890482056168512,STOP_LOSS,0.7198127935973659,lorentzian
SASA,2024-11-22 00:00:00+00:00,2024-12-20 00:00:00+00:00,4.170000076293945,4.039999961853027,1148,-168.09029146575995,-0.03504265134917773,PRIMARY_EXIT,0.5457249695487387,lorentzian
EREGL,2024-11-08 00:00:00+00:00,2024-12-23 00:00:00+00:00,25.549999237060547,24.959999084472656,241,-166.5358559646602,-0.026991815580786078,PRIMARY_EXIT,0.6936618300947907,lorentzian
INDES,2024-11-11 00:00:00+00:00,2025-01-06 00:00:00+00:00,6.650000095367432,8.029999732971191,848,1145.3424129791265,0.20269830543088332,TAKE_PROFIT,0.6338604377434918,adx_di
KOZAA,2024-12-31 00:00:00+00:00,2025-01-13 00:00:00+00:00,74.25,68.0999984741211,75,-482.6026142120363,-0.08648966743720843,STOP_LOSS,0.727831897975493,macd
SAHOL,2024-11-22 00:00:00+00:00,2025-02-03 00:00:00+00:00,88.42694091796875,92.7181167602539,63,247.51980079650912,0.04434218349006172,PRIMARY_EXIT,0.7375190144464294,lorentzian
OTKAR,2025-03-05 00:00:00+00:00,2025-03-17 00:00:00+00:00,420.0,505.5,12,1003.7880000000005,0.1987667522098661,TAKE_PROFIT,0.7151760744636338,lorentzian
GARAN,2025-03-03 00:00:00+00:00,2025-03-19 00:00:00+00:00,137.5,125.3000030517578,45,-572.6518629455577,-0.09236506589980567,STOP_LOSS,0.7243473203094016,macd
GUBRF,2025-03-04 00:00:00+00:00,2025-03-19 00:00:00+00:00,288.5,279.0,20,-212.69999999999982,-0.036789505910189986,PRIMARY_EXIT,0.7406775808938568,lorentzian
SAHOL,2025-03-05 00:00:00+00:00,2025-03-19 00:00:00+00:00,103.08441162109376,91.56094360351562,54,-643.2889713134773,-0.11533247927140103,STOP_LOSS,0.7249777192046736,lorentzian
ALKIM,2025-03-10 00:00:00+00:00,2025-03-19 00:00:00+00:00,17.799999237060547,15.890000343322754,246,-486.43520765304584,-0.11086697266436325,STOP_LOSS,0.6875778100968513,lorentzian
DOHOL,2025-03-06 00:00:00+00:00,2025-03-21 00:00:00+00:00,14.520000457763672,13.550000190734863,345,-354.0183925724032,-0.07052975563853521,PRIMARY_EXIT,0.7223720880140382,lorentzian
PETKM,2025-03-06 00:00:00+00:00,2025-03-21 00:00:00+00:00,17.549999237060547,15.8100004196167,264,-476.97376762390104,-0.10274146267575887,STOP_LOSS,0.6846217272776528,adx_di
AGHOL,2025-05-12 00:00:00+00:00,2025-05-22 00:00:00+00:00,305.5,279.0,19,-525.7110000000002,-0.09038878054039225,STOP_LOSS,0.7862983860767645,adx_di
PETKM,2025-05-12 00:00:00+00:00,2025-05-28 00:00:00+00:00,17.889999389648438,16.450000762939453,312,-470.7077316284176,-0.08416251223018564,STOP_LOSS,0.747014890536616,lorentzian
BIMAS,2025-05-07 00:00:00+00:00,2025-06-18 00:00:00+00:00,486.1033935546875,481.5,13,-85.00180444336002,-0.013424200138969338,PRIMARY_EXIT,0.7874891223671048,lorentzian
KOZAA,2025-06-12 00:00:00+00:00,2025-06-18 00:00:00+00:00,92.3499984741211,84.5999984741211,55,-445.71449966430646,-0.08757687794735873,STOP_LOSS,0.7191049872339109,lorentzian
GARAN,2025-05-13 00:00:00+00:00,2025-06-26 00:00:00+00:00,109.6999969482422,118.8000030517578,50,432.15030517578,0.07863039958329883,END_TEST,,"adx_di,lorentzian"
ASELS,2025-06-12 00:00:00+00:00,2025-06-26 00:00:00+00:00,144.6999969482422,140.3000030517578,38,-188.859768066407,-0.0342783265625126,END_TEST,,lorentzian
ARCLK,2025-06-24 00:00:00+00:00,2025-06-26 00:00:00+00:00,117.1999969482422,120.0,43,100.00093148803626,0.019803423174277978,END_TEST,,adx_di
