time,portfolio_value,cash,positions
2022-08-12 07:30:00+00:00,49918.488606710445,9162.791961927427,10
2022-08-15 08:30:00+00:00,49727.87903915168,9611.566176278604,10
2022-08-16 09:30:00+00:00,50052.06885514976,9611.566176278604,10
2022-08-17 10:30:00+00:00,50635.968535795706,14544.6383613496,10
2022-08-18 11:30:00+00:00,50372.426881777305,13899.626671301381,10
2022-08-19 12:30:00+00:00,45669.39314364626,11820.49324392511,10
2022-08-22 13:30:00+00:00,50255.65147485162,12639.011549371735,10
2022-08-23 14:30:00+00:00,51107.00880003263,12890.938600304618,10
2022-08-25 06:30:00+00:00,50618.86906163599,12813.834891485232,10
2022-08-26 07:30:00+00:00,46598.15951126673,13770.999473987598,10
2022-08-29 08:30:00+00:00,50953.45203844072,13853.06224766733,10
2022-08-31 09:30:00+00:00,50904.068105907696,14965.600769670265,10
2022-09-01 10:30:00+00:00,50879.00486686446,14767.360267903583,10
2022-09-02 11:30:00+00:00,51374.292074782265,14636.584929568187,10
2022-09-05 12:30:00+00:00,53088.17708168687,14636.584929568187,10
2022-09-06 13:30:00+00:00,52959.265791570564,16946.045150911228,10
2022-09-07 14:30:00+00:00,52805.52739206113,17543.905910165682,10
2022-09-09 06:30:00+00:00,53688.8676587571,15155.42244210137,10
2022-09-12 07:30:00+00:00,54435.761515282524,15155.42244210137,10
2022-09-13 08:30:00+00:00,54826.434759536394,15232.751336851728,10
2022-09-14 09:30:00+00:00,50788.77687112315,15298.19232732875,10
2022-09-15 10:30:00+00:00,52500.743916726424,15083.098671502183,10
2022-09-16 11:30:00+00:00,51522.48006379659,14644.956074059555,10
2022-09-19 12:30:00+00:00,50927.55077465458,14512.249905904959,10
2022-09-20 14:30:00+00:00,50537.96577649946,14595.54567819471,10
2022-09-22 06:30:00+00:00,51825.39332465381,15627.841686765856,10
2022-09-23 07:30:00+00:00,52535.19978001273,15046.063067223195,10
2022-09-26 08:30:00+00:00,52551.78256101573,15479.603168797137,10
2022-09-27 09:30:00+00:00,52583.11701295728,15746.981358507815,10
2022-09-28 10:30:00+00:00,52731.181270246685,15271.344865207855,10
2022-09-29 11:30:00+00:00,51914.42807347793,14763.45334131736,10
2022-09-30 12:30:00+00:00,52399.79595699757,17573.68260589093,10
2022-10-03 13:30:00+00:00,53520.78814408415,17866.122730466064,10
2022-10-04 14:30:00+00:00,54608.028474847015,17529.6374326145,10
2022-10-06 06:30:00+00:00,55789.46477497881,18312.01063526934,10
2022-10-07 07:30:00+00:00,52987.25207044428,18464.39227082079,10
2022-10-10 08:30:00+00:00,57152.54562056273,17938.92386877745,10
2022-10-11 09:30:00+00:00,56897.83788532561,18636.458954756912,10
2022-10-12 10:30:00+00:00,56989.611039261996,18233.470708232104,10
2022-10-13 11:30:00+00:00,57504.44806801909,19473.689832326116,10
2022-10-14 12:30:00+00:00,58434.7652482509,18846.482303214012,10
2022-10-17 13:30:00+00:00,59956.456103874145,19080.719052267967,10
2022-10-18 14:30:00+00:00,59064.98008316278,18919.99435814738,10
2022-10-20 06:30:00+00:00,60001.718891894816,20556.118724054097,10
2022-10-21 07:30:00+00:00,60154.06410324389,22197.43999719435,10
2022-10-24 08:30:00+00:00,60626.42655301649,22759.99821138937,10
2022-10-25 09:30:00+00:00,60480.08010370619,21267.02997596151,10
2022-10-26 10:30:00+00:00,60329.31439453704,20534.080168667857,10
2022-10-27 11:30:00+00:00,60265.72843971878,22243.757253080905,10
2022-10-31 08:30:00+00:00,60232.428214917716,22118.534891377032,10
2022-11-01 10:30:00+00:00,61485.03674409038,22101.76967785007,10
2022-11-02 12:30:00+00:00,56665.38763205367,21865.95181361991,10
2022-11-04 06:30:00+00:00,61633.67524539596,21243.681597582163,10
2022-11-07 08:30:00+00:00,62843.219994156185,21237.206203310314,10
2022-11-08 10:30:00+00:00,62825.145985615076,21314.990370523752,10
2022-11-09 12:30:00+00:00,62370.313165615386,21767.42344255287,10
2022-11-11 06:30:00+00:00,63995.71240670711,22549.956899714776,10
2022-11-14 08:30:00+00:00,65053.587359364334,22845.3222574547,10
2022-11-15 10:30:00+00:00,66090.70194447023,22688.633795857255,10
2022-11-16 12:30:00+00:00,66446.76929325897,22372.0255187257,10
2022-11-18 06:30:00+00:00,66453.75355189163,22725.289820602717,10
2022-11-21 08:30:00+00:00,67495.78357534963,24073.960331552804,10
2022-11-22 10:30:00+00:00,68124.48028593475,23822.789763025583,10
2022-11-23 12:30:00+00:00,69661.44214612526,28080.618818107076,10
2022-11-25 06:30:00+00:00,72266.54923458047,28242.75177497811,10
2022-11-28 08:30:00+00:00,72876.56651349206,28576.85658116479,10
2022-11-29 10:30:00+00:00,73702.61192154259,29187.4572679934,10
2022-11-30 12:30:00+00:00,74805.02069504495,28747.65284378762,10
2022-12-02 06:30:00+00:00,75873.10683495564,29793.929704256483,10
2022-12-05 08:30:00+00:00,74004.96784213872,27448.900141752667,10
2022-12-06 10:30:00+00:00,73781.19654069847,27523.534413203663,10
2022-12-07 12:30:00+00:00,73536.66051822991,28033.368430198134,10
2022-12-09 06:30:00+00:00,73542.39678238326,28709.631862506216,10
2022-12-12 08:30:00+00:00,75595.49511706525,34437.278009054,9
2022-12-13 10:30:00+00:00,75958.89622245388,30542.34759030896,10
2022-12-14 12:30:00+00:00,75521.3214197777,30563.504109802067,10
2022-12-16 06:30:00+00:00,75209.01253263837,29202.031703876317,10
2022-12-19 08:30:00+00:00,76525.2685500446,28987.228417998853,10
2022-12-20 10:30:00+00:00,77268.325956657,33979.224417998856,9
2022-12-21 12:30:00+00:00,77421.46298187024,29729.942723205153,10
2022-12-23 06:30:00+00:00,78184.6502147556,35332.7149668575,9
2022-12-26 08:30:00+00:00,79195.45189656981,32167.926675221992,10
2022-12-27 10:30:00+00:00,78546.66905154951,32167.926675221992,10
2022-12-28 12:30:00+00:00,77285.5441875945,30958.842243243307,10
2022-12-30 06:30:00+00:00,79039.87513708218,32147.42192148313,10
2023-01-02 08:30:00+00:00,79725.32074569806,32147.42192148313,10
2023-01-03 10:30:00+00:00,79432.14445822629,32403.666100911225,10
2023-01-04 12:30:00+00:00,79717.470390359,32217.013799229702,10
2023-01-06 06:30:00+00:00,76320.00486131676,33007.929351291736,10
2023-01-09 08:30:00+00:00,77427.46356371316,33567.58363083275,10
2023-01-10 10:30:00+00:00,76012.54969433887,33695.98205641849,10
2023-01-11 12:30:00+00:00,73529.48193281943,32838.44685143286,10
2023-01-13 06:30:00+00:00,74593.65990330941,30896.856882236072,10
2023-01-16 08:30:00+00:00,75298.47896471363,31097.152204660004,10
2023-01-17 10:30:00+00:00,75870.63985119777,30265.89086018521,10
2023-01-18 12:30:00+00:00,77501.10471228749,36129.087213436665,9
2023-01-20 06:30:00+00:00,77561.1749857555,31278.110992539943,10
2023-01-23 08:30:00+00:00,78617.40311745316,31364.214346562923,10
2023-01-24 10:30:00+00:00,76218.78840469796,31097.813561791958,10
2023-01-25 12:30:00+00:00,74747.07972052389,31708.729611065923,10
2023-01-27 06:30:00+00:00,74964.18973943335,32195.839046088277,10
2023-01-30 08:30:00+00:00,74714.38961228757,31167.71979174047,10
2023-01-31 10:30:00+00:00,73319.4959939652,31912.025998347333,10
2023-02-01 12:30:00+00:00,71496.94478334242,32612.59506524854,10
2023-02-03 06:30:00+00:00,71005.0951691752,27938.07810078912,10
2023-02-06 08:30:00+00:00,71769.42180996423,28109.07570295816,10
2023-02-07 10:30:00+00:00,68444.1873664351,30120.2799987288,10
2023-02-15 09:30:00+00:00,71717.31808787542,28865.62773209768,10
2023-02-16 10:30:00+00:00,72960.31405350118,27864.325302566584,10
2023-02-17 11:30:00+00:00,72593.77366070944,26849.359122802787,10
2023-02-20 13:30:00+00:00,74632.56949275594,28381.010781703997,10
2023-02-22 07:30:00+00:00,75826.6011750031,34607.14199274068,9
2023-02-23 09:30:00+00:00,76264.3007032929,29827.871350532587,10
2023-02-24 11:30:00+00:00,76675.01542474657,29900.415825861983,10
2023-02-27 13:30:00+00:00,77890.3089261809,29900.48537881761,10
2023-03-01 07:30:00+00:00,78987.8934585734,30845.57262632089,10
2023-03-02 09:30:00+00:00,79834.63448961359,32038.41618259531,10
2023-03-03 11:30:00+00:00,78138.69815296441,32260.409701173598,10
2023-03-06 13:30:00+00:00,80240.49963032512,32340.841635339544,10
2023-03-08 07:30:00+00:00,80181.0128207119,31912.369989505572,10
2023-03-09 09:30:00+00:00,80883.64712903385,32038.47257635479,10
2023-03-10 11:30:00+00:00,80789.69192007236,33152.44852903538,10
2023-03-13 13:30:00+00:00,79049.34067150002,33160.34787770158,10
2023-03-15 07:30:00+00:00,77792.38922555334,31152.748168062033,10
2023-03-16 09:30:00+00:00,77810.64332581549,33769.29184819251,10
2023-03-17 11:30:00+00:00,76915.31641419917,34763.595773063,10
2023-03-20 13:30:00+00:00,75863.07149998314,31572.957119623483,10
2023-03-22 07:30:00+00:00,75025.86850843363,31283.169067477516,10
2023-03-23 09:30:00+00:00,75299.27171643477,32421.35587008696,10
2023-03-24 11:30:00+00:00,75235.32959774714,31953.496296202953,10
2023-03-27 13:30:00+00:00,75692.7851522897,30995.46162161571,10
2023-03-28 14:30:00+00:00,74099.8293702081,30136.13061780484,10
2023-03-30 06:30:00+00:00,73971.04128378135,30756.60637586815,10
2023-03-31 07:30:00+00:00,73315.59862030346,31832.178413279835,10
2023-04-03 08:30:00+00:00,73035.19115245563,30740.362190129585,10
2023-04-04 09:30:00+00:00,73487.8148141206,30233.969531565974,10
2023-04-05 10:30:00+00:00,73752.82165428574,31899.909219707795,10
2023-04-06 11:30:00+00:00,73248.74797446473,31412.389389583892,10
2023-04-07 12:30:00+00:00,73845.84046295959,28942.966911114043,10
2023-04-10 13:30:00+00:00,75243.701839722,28942.966911114043,10
