symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
AKBNK,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,62.46,56.39,80,-485.60000000000036,-0.0971821966058278,STOP_LOSS
AKBNK,2024-10-02 00:00:00+00:00,2024-10-11 00:00:00+00:00,51.7,54.34,95,250.80000000000018,0.05106382978723408,SIGNAL
AKBNK,2024-11-11 00:00:00+00:00,2024-12-23 00:00:00+00:00,51.4,58.01,96,634.5600000000004,0.12859922178988337,SIGNAL
AKBNK,2024-12-30 00:00:00+00:00,2025-01-13 00:00:00+00:00,64.22,61.43,78,-217.6199999999999,-0.043444409841170956,SIGNAL
AKBNK,2025-05-22 00:00:00+00:00,2025-06-27 00:00:00+00:00,53.65,62.0,93,776.5500000000002,0.1556383970177074,END_TEST
ARCLK,2024-11-11 00:00:00+00:00,2024-12-19 00:00:00+00:00,137.7,142.7,37,185.0,0.03631082062454612,SIGNAL
ARCLK,2025-03-06 00:00:00+00:00,2025-03-21 00:00:00+00:00,140.6,137.7,36,-104.39999999999964,-0.02062588904694161,SIGNAL
ARCLK,2025-05-12 00:00:00+00:00,2025-05-23 00:00:00+00:00,123.8,112.3,41,-471.5,-0.09289176090468497,STOP_LOSS
ARCLK,2025-06-24 00:00:00+00:00,2025-06-27 00:00:00+00:00,117.2,120.1,43,124.69999999999982,0.02474402730375423,END_TEST
ASELS,2024-09-12 00:00:00+00:00,2024-09-16 00:00:00+00:00,55.86,57.26,90,126.0,0.025062656641604012,SIGNAL
ASELS,2024-09-24 00:00:00+00:00,2024-10-02 00:00:00+00:00,62.35,56.11,81,-505.4400000000005,-0.10008019246190868,STOP_LOSS
ASELS,2024-11-01 00:00:00+00:00,2025-02-10 00:00:00+00:00,63.75,81.55,78,1388.3999999999996,0.2792156862745097,SIGNAL
ASELS,2025-02-26 00:00:00+00:00,2025-05-21 00:00:00+00:00,86.0,133.0,60,2820.0,0.5465116279069767,SIGNAL
ASELS,2025-06-11 00:00:00+00:00,2025-06-26 21:00:00+00:00,141.3,145.9,38,174.79999999999927,0.032554847841471904,END_TEST
BIMAS,2024-09-18 00:00:00+00:00,2024-09-25 00:00:00+00:00,600.88,547.18,9,-483.3000000000002,-0.08936892557582216,STOP_LOSS
BIMAS,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,525.71,472.01,10,-537.0,-0.10214757185520533,STOP_LOSS
BIMAS,2024-11-08 00:00:00+00:00,2024-11-20 00:00:00+00:00,485.79,437.07,11,-535.920000000001,-0.10029024887296997,STOP_LOSS
BIMAS,2024-12-05 00:00:00+00:00,2024-12-20 00:00:00+00:00,503.02,490.81,10,-122.09999999999945,-0.02427338873205826,SIGNAL
BIMAS,2025-01-02 00:00:00+00:00,2025-02-20 00:00:00+00:00,526.78,530.74,10,39.600000000000364,0.007517369679942361,SIGNAL
BIMAS,2025-03-10 00:00:00+00:00,2025-03-19 00:00:00+00:00,512.89,451.88,10,-610.0999999999995,-0.11895338181676374,STOP_LOSS
BIMAS,2025-05-07 00:00:00+00:00,2025-06-18 00:00:00+00:00,486.1,481.5,10,-46.0,-0.009463073441678667,SIGNAL
DOHOL,2024-09-30 00:00:00+00:00,2024-10-02 00:00:00+00:00,15.12,13.77,346,-467.09999999999945,-0.08928571428571419,STOP_LOSS
DOHOL,2024-11-15 00:00:00+00:00,2024-12-30 00:00:00+00:00,13.76,14.67,377,343.0700000000006,0.06613372093023269,SIGNAL
DOHOL,2025-03-06 00:00:00+00:00,2025-04-22 00:00:00+00:00,14.52,15.93,360,507.60000000000036,0.097107438016529,SIGNAL
EKGYO,2024-11-08 00:00:00+00:00,2024-12-23 00:00:00+00:00,10.08,12.52,523,1276.12,0.24206349206349204,SIGNAL
EKGYO,2025-01-07 00:00:00+00:00,2025-02-11 00:00:00+00:00,13.24,13.48,408,97.92000000000007,0.01812688821752267,SIGNAL
EKGYO,2025-03-04 00:00:00+00:00,2025-03-20 00:00:00+00:00,14.97,13.14,361,-660.6300000000001,-0.12224448897795594,STOP_LOSS
EREGL,2024-09-25 00:00:00+00:00,2024-10-10 00:00:00+00:00,25.7,23.75,208,-405.59999999999945,-0.07587548638132287,SIGNAL
EREGL,2024-11-18 00:00:00+00:00,2024-11-29 00:00:00+00:00,25.25,25.78,210,111.30000000000018,0.020990099009901026,END_TEST
