symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
AEFES,2023-06-07 00:00:00+00:00,2023-08-25 00:00:00+00:00,5.8681416511535645,9.03332805633545,923,2921.4670519828796,0.5393847990291218,SIGNAL
AEFES,2023-11-06 00:00:00+00:00,2024-01-10 00:00:00+00:00,11.078813552856444,12.461214065551758,515,711.9362640380868,0.12477875054941157,SIGNAL
AEFES,2024-01-22 00:00:00+00:00,2024-02-28 00:00:00+00:00,13.402422904968262,14.46128273010254,431,456.36858463287444,0.07900510472190528,SIGNAL
AEFES,2024-03-22 00:00:00+00:00,2024-07-29 00:00:00+00:00,15.147581100463867,26.203950881958008,384,4245.64599609375,0.7299099247704678,SIGNAL
AEFES,2024-10-25 00:00:00+00:00,2024-11-05 00:00:00+00:00,19.39637756347656,17.621353149414062,322,-571.5578613281241,-0.09151319148400544,STOP_LOSS
AEFES,2024-11-06 00:00:00+00:00,2024-12-30 00:00:00+00:00,19.37654685974121,21.101991653442383,319,550.4168891906738,0.08904810574303829,SIGNAL
AEFES,2025-05-13 00:00:00+00:00,2025-05-21 00:00:00+00:00,16.659465789794922,15.211679458618164,375,-542.9198741912842,-0.0869047272850506,STOP_LOSS
AEFES,2025-05-22 00:00:00+00:00,2025-05-29 00:00:00+00:00,15.162097930908203,14.529999732971191,408,-257.8960647583008,-0.04168936256825439,SIGNAL
AEFES,2025-06-26 00:00:00+00:00,2025-06-26 00:00:00+00:00,14.109999656677246,14.109999656677246,437,0.0,0.0,END_TEST
AGESA,2020-09-24 00:00:00+00:00,2020-10-26 00:00:00+00:00,13.255145072937012,13.19809341430664,465,-26.52902126312256,-0.004304114237636923,SIGNAL
AGESA,2020-11-19 00:00:00+00:00,2021-03-23 00:00:00+00:00,13.454828262329102,17.210771560668945,458,1720.2220306396484,0.27915208021314947,SIGNAL
AGESA,2021-04-29 00:00:00+00:00,2021-09-08 00:00:00+00:00,17.930553436279297,17.774635314941406,353,-55.03909683227539,-0.008695666973804497,SIGNAL
AGESA,2021-10-01 00:00:00+00:00,2021-12-21 00:00:00+00:00,17.889999389648438,20.5,354,923.9402160644531,0.1458915986247472,SIGNAL
AGESA,2022-01-03 00:00:00+00:00,2022-02-21 00:00:00+00:00,21.0,25.0,306,1224.0,0.19047619047619047,SIGNAL
AGESA,2022-03-25 00:00:00+00:00,2022-05-27 00:00:00+00:00,20.979999542236328,19.959999084472656,312,-318.2401428222656,-0.048617754052388634,SIGNAL
AGESA,2022-08-05 00:00:00+00:00,2023-01-09 00:00:00+00:00,21.420000076293945,36.59999847412109,304,4614.719512939451,0.7086833960671751,SIGNAL
AGESA,2023-01-23 00:00:00+00:00,2023-01-30 00:00:00+00:00,37.59999847412109,33.619998931884766,185,-736.2999153137198,-0.10585105595085684,STOP_LOSS
AGESA,2023-04-10 00:00:00+00:00,2023-05-05 00:00:00+00:00,26.959999084472656,26.34000015258789,256,-158.7197265625,-0.022996993803380647,SIGNAL
AGESA,2023-05-11 00:00:00+00:00,2023-05-12 00:00:00+00:00,30.84000015258789,30.399999618530277,223,-98.12011909484772,-0.014267202719864161,SIGNAL
AGESA,2023-05-25 00:00:00+00:00,2023-05-26 00:00:00+00:00,26.940000534057617,28.13999938964844,255,305.9997081756601,0.044543386481146585,SIGNAL
AGESA,2023-12-28 00:00:00+00:00,2024-01-04 00:00:00+00:00,60.09999847412109,54.75,115,-615.2498245239249,-0.08901827969970386,STOP_LOSS
AGESA,2024-07-22 00:00:00+00:00,2024-08-09 00:00:00+00:00,116.9000015258789,119.8000030517578,58,168.20008850097565,0.024807540530586723,SIGNAL
AGESA,2024-09-04 00:00:00+00:00,2024-10-14 00:00:00+00:00,109.8000030517578,102.5,62,-452.60018920898347,-0.06648454325011907,SIGNAL
AGESA,2024-11-06 00:00:00+00:00,2025-01-03 00:00:00+00:00,104.0,139.10000610351562,65,2281.5003967285156,0.33750005868765026,SIGNAL
AGESA,2025-01-14 00:00:00+00:00,2025-01-15 00:00:00+00:00,141.5,138.89999389648438,49,-127.40029907226562,-0.018374601438272967,SIGNAL
AGESA,2025-01-22 00:00:00+00:00,2025-02-03 00:00:00+00:00,146.8000030517578,144.5,47,-108.10014343261719,-0.015667595394714618,SIGNAL
AGESA,2025-03-04 00:00:00+00:00,2025-03-19 00:00:00+00:00,153.1999969482422,139.6999969482422,45,-607.5,-0.08812010619400276,STOP_LOSS
AGESA,2025-04-17 00:00:00+00:00,2025-05-27 00:00:00+00:00,139.89999389648438,137.0,49,-142.09970092773438,-0.0207290494853785,SIGNAL
AKBNK,2020-09-24 00:00:00+00:00,2020-10-23 00:00:00+00:00,4.047170162200928,4.071261405944824,1717,41.364665508270264,0.005952614488241634,SIGNAL
AKBNK,2020-11-09 00:00:00+00:00,2021-01-20 00:00:00+00:00,4.320193767547607,5.556829452514648,1610,1990.983452796936,0.2862454212717008,SIGNAL
AKBNK,2021-02-09 00:00:00+00:00,2021-02-23 00:00:00+00:00,5.484559059143066,5.010782241821289,1304,-617.8049697875977,-0.0863837570555403,STOP_LOSS
AKBNK,2021-05-03 00:00:00+00:00,2021-06-17 00:00:00+00:00,4.109025478363037,4.331357479095459,1726,383.74503326416016,0.054108206898000305,SIGNAL
AKBNK,2021-08-04 00:00:00+00:00,2021-09-09 00:00:00+00:00,4.463109493255615,4.726614475250244,1598,421.080961227417,0.059040671619825125,SIGNAL
AKBNK,2021-10-22 00:00:00+00:00,2021-11-30 00:00:00+00:00,4.487813472747803,5.3689069747924805,1598,1407.987416267395,0.19633024130684312,SIGNAL
AKBNK,2021-12-17 00:00:00+00:00,2021-12-28 00:00:00+00:00,6.093544960021973,6.060606956481934,1200,-39.525604248046875,-0.005405392715756756,SIGNAL
AKBNK,2022-06-02 00:00:00+00:00,2022-06-14 00:00:00+00:00,7.509459972381592,7.169281482696533,973,-330.993670463562,-0.0452999937327281,SIGNAL
AKBNK,2022-06-17 00:00:00+00:00,2022-06-20 00:00:00+00:00,7.739082336425781,7.696559429168701,940,-39.97153282165527,-0.0054945671086785285,SIGNAL
AKBNK,2022-06-22 00:00:00+00:00,2022-06-28 00:00:00+00:00,7.73057746887207,7.067227840423584,940,-623.5486507415771,-0.08580854808318379,STOP_LOSS
AKBNK,2022-07-25 00:00:00+00:00,2022-09-15 00:00:00+00:00,7.611514091491699,10.868732452392578,947,3084.5857877731323,0.4279330395698619,SIGNAL
AKBNK,2022-10-06 00:00:00+00:00,2023-01-06 00:00:00+00:00,10.970786094665527,15.903388023376465,685,3378.832321166992,0.4496124421849208,SIGNAL
AKBNK,2023-01-23 00:00:00+00:00,2023-01-26 00:00:00+00:00,15.792827606201172,14.50014591217041,497,-642.4628019332886,-0.08185245392808445,STOP_LOSS
AKBNK,2023-01-27 00:00:00+00:00,2023-02-02 00:00:00+00:00,14.159967422485352,12.80775547027588,550,-743.716573715209,-0.09549541406869504,STOP_LOSS
AKBNK,2023-02-27 00:00:00+00:00,2023-04-28 00:00:00+00:00,14.72976779937744,15.045323371887209,524,165.351119995119,0.02142298349897316,SIGNAL
AKBNK,2023-05-11 00:00:00+00:00,2023-05-16 00:00:00+00:00,17.33258819580078,14.782852172851562,446,-1137.1822662353516,-0.14710647908700392,STOP_LOSS
AKBNK,2023-05-17 00:00:00+00:00,2023-05-24 00:00:00+00:00,14.604743957519531,13.076776504516602,521,-796.0710430145264,-0.10462131054452525,STOP_LOSS
AKBNK,2023-05-25 00:00:00+00:00,2023-05-26 00:00:00+00:00,13.404868125915527,13.601722717285156,562,110.63228034973145,0.014685306078397851,SIGNAL
AKBNK,2023-06-02 00:00:00+00:00,2023-09-14 00:00:00+00:00,16.451427459716797,26.997215270996094,459,4840.516605377197,0.6410257004811203,SIGNAL
AKBNK,2023-09-18 00:00:00+00:00,2023-09-22 00:00:00+00:00,26.753494262695312,28.87202262878418,300,635.5585098266602,0.07918697816766734,SIGNAL
AKBNK,2023-09-25 00:00:00+00:00,2023-10-13 00:00:00+00:00,30.20313835144043,29.621946334838867,268,-155.75946044921875,-0.019242769073825227,SIGNAL
AKBNK,2023-11-23 00:00:00+00:00,2024-01-04 00:00:00+00:00,29.49070930480957,34.027740478515625,274,1243.146541595459,0.15384611902047812,SIGNAL
AKBNK,2024-01-09 00:00:00+00:00,2024-03-04 00:00:00+00:00,37.34614944458008,36.57748031616211,219,-168.33853912353516,-0.02058228598797414,SIGNAL
AKBNK,2024-03-21 00:00:00+00:00,2024-06-10 00:00:00+00:00,42.22064971923828,58.15271759033203,194,3090.8211669921875,0.3773525035033778,SIGNAL
AKBNK,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,62.45669937133789,56.39199447631836,136,-824.7998657226562,-0.09710255194501513,STOP_LOSS
AKBNK,2024-10-02 00:00:00+00:00,2024-10-11 00:00:00+00:00,51.69673538208008,54.33781814575195,162,427.85540771484375,0.051087998964580036,SIGNAL
AKBNK,2024-11-11 00:00:00+00:00,2024-12-23 00:00:00+00:00,51.403282165527344,58.00598907470703,164,1082.8439331054688,0.1284491306978773,SIGNAL
AKBNK,2024-12-30 00:00:00+00:00,2025-01-13 00:00:00+00:00,64.21742248535156,61.42961120605469,133,-370.7789001464844,-0.043412070609542046,SIGNAL
AKBNK,2025-05-22 00:00:00+00:00,2025-06-26 00:00:00+00:00,53.650001525878906,60.79999923706055,159,1136.8496360778809,0.13327115578426832,END_TEST
AKSEN,2020-11-06 00:00:00+00:00,2020-11-30 00:00:00+00:00,3.5072782039642334,3.4093096256256104,2465,-241.4925456047058,-0.027932936209021104,SIGNAL
AKSEN,2021-04-09 00:00:00+00:00,2021-04-22 00:00:00+00:00,6.005479335784912,5.442159175872803,1435,-808.364429473877,-0.09380103209338307,STOP_LOSS
AKSEN,2021-07-27 00:00:00+00:00,2021-09-24 00:00:00+00:00,6.162229061126709,6.892095565795898,1386,1011.5949754714966,0.11844196271012032,SIGNAL
AKSEN,2021-10-20 00:00:00+00:00,2021-11-12 00:00:00+00:00,6.701056957244873,6.955775260925293,1289,328.3318934440613,0.03801166074331457,SIGNAL
AKSEN,2021-11-16 00:00:00+00:00,2021-12-23 00:00:00+00:00,7.5729780197143555,9.09149169921875,1145,1738.6981630325317,0.20051737580002527,SIGNAL
AKSEN,2022-02-25 00:00:00+00:00,2022-03-02 00:00:00+00:00,12.491004943847656,12.363645553588867,708,-90.17044830322266,-0.01019608837169814,SIGNAL
AKSEN,2022-03-24 00:00:00+00:00,2022-09-15 00:00:00+00:00,13.02983283996582,29.739999771118164,678,11329.493179321289,1.282454436399061,SIGNAL
AKSEN,2022-09-22 00:00:00+00:00,2022-12-16 00:00:00+00:00,32.65999984741211,46.59999847412109,305,4251.699581146238,0.4268217603134357,SIGNAL
AKSEN,2022-12-23 00:00:00+00:00,2023-01-02 00:00:00+00:00,49.060001373291016,46.91999816894531,211,-451.54067611694336,-0.043620121166787255,SIGNAL
AKSEN,2023-02-23 00:00:00+00:00,2023-03-03 00:00:00+00:00,36.70000076293945,33.47999954223633,282,-908.0403442382812,-0.08773845105623976,STOP_LOSS
AKSEN,2023-04-10 00:00:00+00:00,2023-04-27 00:00:00+00:00,32.060001373291016,29.299999237060547,320,-883.20068359375,-0.08608864684983479,STOP_LOSS
AKSEN,2023-05-29 00:00:00+00:00,2023-06-19 00:00:00+00:00,31.239999771118164,29.57999992370605,325,-539.4999504089374,-0.05313699934616546,SIGNAL
AKSEN,2023-07-07 00:00:00+00:00,2023-08-24 00:00:00+00:00,35.02000045776367,36.540000915527344,289,439.2801322937012,0.043403781778840585,SIGNAL
AKSEN,2023-09-25 00:00:00+00:00,2023-10-09 00:00:00+00:00,42.91999816894531,38.20000076293945,236,-1113.9193878173828,-0.10997198526026511,STOP_LOSS
AKSEN,2024-01-08 00:00:00+00:00,2024-03-18 00:00:00+00:00,32.08000183105469,35.5,313,1070.4594268798828,0.1066084156402579,SIGNAL
AKSEN,2024-04-05 00:00:00+00:00,2024-06-21 00:00:00+00:00,35.84000015258789,43.880001068115234,283,2275.3202590942383,0.22433038173262398,SIGNAL
AKSEN,2024-09-03 00:00:00+00:00,2024-09-11 00:00:00+00:00,39.880001068115234,36.540000915527344,260,-868.4000396728516,-0.08375125534433046,STOP_LOSS
AKSEN,2024-09-12 00:00:00+00:00,2024-09-17 00:00:00+00:00,36.79999923706055,37.65999984741211,279,239.94017028808594,0.023369582287530947,SIGNAL
AKSEN,2024-09-24 00:00:00+00:00,2024-10-02 00:00:00+00:00,38.86000061035156,35.279998779296875,265,-948.7004852294922,-0.09212562467384633,STOP_LOSS
AKSEN,2024-12-02 00:00:00+00:00,2025-02-03 00:00:00+00:00,35.880001068115234,39.13999938964844,285,929.0995216369629,0.09085836746059077,SIGNAL
AKSEN,2025-03-13 00:00:00+00:00,2025-03-19 00:00:00+00:00,37.15999984741211,33.2400016784668,277,-1085.8394927978516,-0.10548972510876661,STOP_LOSS
AKSEN,2025-03-20 00:00:00+00:00,2025-03-21 00:00:00+00:00,34.099998474121094,31.100000381469727,299,-896.9994297027588,-0.08797648759216521,STOP_LOSS
AKSEN,2025-05-13 00:00:00+00:00,2025-05-28 00:00:00+00:00,34.5,32.400001525878906,293,-615.2995529174805,-0.06086952098901721,SIGNAL
AKSEN,2025-06-10 00:00:00+00:00,2025-06-26 00:00:00+00:00,34.02000045776367,31.86000061035156,295,-637.1999549865741,-0.06349205815249141,END_TEST
AKSA,2020-09-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.5256636142730713,1.1708987951278689,19024,12274.954080581669,1.2274678393844687,SIGNAL
AKSA,2021-04-05 00:00:00+00:00,2021-04-20 00:00:00+00:00,1.2776856422424316,1.151637077331543,8787,-1107.5887398719788,-0.09865381651285071,STOP_LOSS
AKSA,2021-04-30 00:00:00+00:00,2021-05-17 00:00:00+00:00,1.3017469644546509,1.3065123558044434,8540,40.69644212722778,0.003660766247139955,SIGNAL
AKSA,2021-07-08 00:00:00+00:00,2021-12-27 00:00:00+00:00,1.3057184219360352,2.6019060611724854,8517,11039.630123376846,0.9927007365910843,SIGNAL
AKSA,2022-02-16 00:00:00+00:00,2022-06-29 00:00:00+00:00,2.6066713333129883,4.328567028045654,4689,8073.968912601471,0.6605726133275869,SIGNAL
AKSA,2022-10-03 00:00:00+00:00,2023-01-09 00:00:00+00:00,4.765395641326904,6.183101177215576,2734,3876.006935119629,0.29750006979355814,SIGNAL
AKSA,2023-02-24 00:00:00+00:00,2023-03-21 00:00:00+00:00,6.794659614562988,6.151330947875977,1975,-1270.5741167068481,-0.0946815150693003,STOP_LOSS
AKSA,2023-05-31 00:00:00+00:00,2023-06-19 00:00:00+00:00,5.0711750984191895,5.095001697540283,2621,62.44951629638672,0.004698437474288965,SIGNAL
AKSA,2023-07-05 00:00:00+00:00,2023-08-18 00:00:00+00:00,6.131475448608398,6.067936420440674,2169,-137.81615209579468,-0.010362763204433191,SIGNAL
AKSA,2023-09-07 00:00:00+00:00,2023-10-13 00:00:00+00:00,6.659640789031982,7.2036895751953125,1994,1084.8332796096802,0.08169341311311337,SIGNAL
AKSA,2023-12-28 00:00:00+00:00,2024-01-19 00:00:00+00:00,7.54918098449707,6.925707817077637,1774,-1106.0413990020752,-0.08258818654630118,STOP_LOSS
AKSA,2024-04-02 00:00:00+00:00,2024-04-03 00:00:00+00:00,7.886729717254639,7.16397762298584,1684,-1217.1145267486572,-0.09164154474414878,STOP_LOSS
AKSA,2024-04-26 00:00:00+00:00,2024-07-25 00:00:00+00:00,8.982770919799805,10.245600700378418,1465,1850.0456285476685,0.14058354508352056,SIGNAL
AKSA,2024-09-25 00:00:00+00:00,2024-10-04 00:00:00+00:00,8.882697105407715,8.10117244720459,1502,-1173.8500366210938,-0.08798281073068889,STOP_LOSS
AKSA,2024-10-07 00:00:00+00:00,2024-10-08 00:00:00+00:00,8.263195991516113,8.339442253112793,1600,121.9940185546875,0.009227212046641797,SIGNAL
AKSA,2024-11-18 00:00:00+00:00,2025-01-22 00:00:00+00:00,8.6253662109375,10.007330894470217,1535,2121.315789222719,0.16022098653391656,SIGNAL
AKSA,2025-01-30 00:00:00+00:00,2025-03-18 00:00:00+00:00,10.78885555267334,11.865835189819336,1246,1341.9166278839111,0.09982334380954191,SIGNAL
AKSA,2025-05-12 00:00:00+00:00,2025-05-28 00:00:00+00:00,9.78812313079834,9.119999885559082,1388,-927.3550643920898,-0.06825856564237605,SIGNAL
ALGYO,2020-09-14 00:00:00+00:00,2020-10-30 00:00:00+00:00,3.4577770233154297,3.668888092041016,3902,823.7553901672381,0.0610539856393534,SIGNAL
ALGYO,2020-11-11 00:00:00+00:00,2020-11-17 00:00:00+00:00,4.051111221313477,3.69333291053772,3351,-1198.9151194095593,-0.0883160918647292,STOP_LOSS
ALGYO,2020-11-18 00:00:00+00:00,2020-11-24 00:00:00+00:00,3.7311110496521,3.888887882232666,3606,568.9432582855206,0.04228682300819684,SIGNAL
ALGYO,2020-11-27 00:00:00+00:00,2021-03-22 00:00:00+00:00,4.124444007873535,5.511110782623291,3276,4542.7203540802,0.3362069583445959,SIGNAL
ALGYO,2021-08-05 00:00:00+00:00,2021-12-21 00:00:00+00:00,4.782221794128418,6.346665859222412,2920,4568.176670074463,0.3271374964278756,SIGNAL
ALGYO,2022-03-09 00:00:00+00:00,2022-04-25 00:00:00+00:00,7.27555513381958,8.337777137756348,1982,2105.3240118026733,0.14599875671330576,SIGNAL
ALGYO,2022-06-22 00:00:00+00:00,2022-07-05 00:00:00+00:00,7.342222213745117,6.911110877990723,1993,-859.2048921585083,-0.05871673768567316,SIGNAL
ALGYO,2022-07-08 00:00:00+00:00,2022-08-18 00:00:00+00:00,7.102221965789795,7.8222222328186035,2048,1474.560546875,0.10137676215935357,SIGNAL
ALGYO,2022-09-01 00:00:00+00:00,2023-01-10 00:00:00+00:00,8.777776718139648,14.877777099609377,1674,10211.400638580326,0.6949368362109074,SIGNAL
ALGYO,2023-02-21 00:00:00+00:00,2023-03-16 00:00:00+00:00,13.800000190734863,14.022221565246582,1139,253.11014556884766,0.016102997930457656,SIGNAL
ALGYO,2023-05-30 00:00:00+00:00,2023-06-19 00:00:00+00:00,12.866665840148926,13.029999732971191,1223,199.75735092163086,0.012694344817178769,SIGNAL
ALGYO,2023-07-03 00:00:00+00:00,2023-10-12 00:00:00+00:00,14.630000114440918,22.11000061035156,1077,8055.9605340957605,0.511278225386158,SIGNAL
ALGYO,2024-01-08 00:00:00+00:00,2024-03-18 00:00:00+00:00,19.709999084472656,22.170000076293945,840,2066.400833129883,0.12480979736621367,SIGNAL
ALGYO,2024-04-19 00:00:00+00:00,2024-05-29 00:00:00+00:00,21.65999984741211,21.200000762939453,774,-356.03929138183594,-0.021237261667276325,SIGNAL
ALGYO,2024-06-24 00:00:00+00:00,2024-08-05 00:00:00+00:00,22.200000762939453,24.350000381469727,754,1621.0997123718262,0.09684682633522562,SIGNAL
ALGYO,2025-01-03 00:00:00+00:00,2025-01-31 00:00:00+00:00,21.299999237060547,20.280000686645508,793,-808.858850479126,-0.047887257603291884,SIGNAL
ALGYO,2025-03-07 00:00:00+00:00,2025-03-21 00:00:00+00:00,19.440000534057617,17.43000030517578,865,-1738.650197982788,-0.10339507066167238,STOP_LOSS
ALGYO,2025-05-12 00:00:00+00:00,2025-06-02 00:00:00+00:00,17.969999313354492,17.559999465942383,926,-379.6598587036133,-0.022815796498523847,SIGNAL
ALGYO,2025-06-10 00:00:00+00:00,2025-06-11 00:00:00+00:00,19.559999465942383,19.479999542236328,849,-67.91993522644043,-0.004089975761264693,SIGNAL
ALGYO,2025-06-13 00:00:00+00:00,2025-06-24 00:00:00+00:00,18.1299991607666,18.46999931335449,915,311.1001396179163,0.018753456609289232,SIGNAL
ALKIM,2020-09-10 00:00:00+00:00,2020-10-28 00:00:00+00:00,6.781195163726807,6.674936771392822,2453,-260.6518363952637,-0.01566956705543141,SIGNAL
ALKIM,2020-11-16 00:00:00+00:00,2020-11-20 00:00:00+00:00,6.815004348754883,6.9164323806762695,2437,247.18011379241943,0.014883047277866794,SIGNAL
ALKIM,2021-01-04 00:00:00+00:00,2021-03-22 00:00:00+00:00,7.6022796630859375,7.708538055419922,2187,232.38710403442383,0.01397717487952182,SIGNAL
ALKIM,2021-04-02 00:00:00+00:00,2021-04-13 00:00:00+00:00,8.978804588317871,8.114250183105469,1855,-1603.7484216690063,-0.09628836408103317,STOP_LOSS
ALKIM,2021-04-14 00:00:00+00:00,2021-04-15 00:00:00+00:00,8.109420776367188,7.94520378112793,2034,-334.0173683166504,-0.02025015099941858,SIGNAL
ALKIM,2021-05-04 00:00:00+00:00,2021-05-11 00:00:00+00:00,8.548942565917969,7.824456214904785,1925,-1394.6362257003784,-0.08474572678748482,STOP_LOSS
ALKIM,2021-06-25 00:00:00+00:00,2021-07-12 00:00:00+00:00,7.703708171844482,7.066159725189209,2118,-1350.3276100158691,-0.08275864459474022,STOP_LOSS
ALKIM,2021-08-04 00:00:00+00:00,2021-08-25 00:00:00+00:00,7.515341758728027,7.099968910217285,2153,-894.2977428436279,-0.05526998795874376,SIGNAL
ALKIM,2021-09-27 00:00:00+00:00,2021-11-03 00:00:00+00:00,7.65057897567749,8.003162384033203,2104,741.8354911804199,0.04608584650607965,SIGNAL
ALKIM,2021-11-15 00:00:00+00:00,2021-12-20 00:00:00+00:00,8.505473136901855,9.181660652160645,1901,1285.432466506958,0.07950028227413725,SIGNAL
ALKIM,2022-01-11 00:00:00+00:00,2022-02-23 00:00:00+00:00,8.727648735046387,8.423364639282227,1867,-568.098406791687,-0.03486438386805022,SIGNAL
ALKIM,2022-03-02 00:00:00+00:00,2022-04-22 00:00:00+00:00,9.109212875366213,10.970000267028809,1783,3317.783919334408,0.20427532182222577,SIGNAL
ALKIM,2022-05-06 00:00:00+00:00,2022-05-16 00:00:00+00:00,12.279999732971191,11.239999771118164,1349,-1402.959948539734,-0.08469055248109485,STOP_LOSS
ALKIM,2022-05-17 00:00:00+00:00,2022-05-20 00:00:00+00:00,11.0,10.550000190734863,1494,-672.2997150421143,-0.040909073569557884,SIGNAL
ALKIM,2022-06-06 00:00:00+00:00,2022-06-29 00:00:00+00:00,11.75,10.5,1393,-1741.25,-0.10638297872340426,STOP_LOSS
ALKIM,2022-09-26 00:00:00+00:00,2022-12-14 00:00:00+00:00,15.710000038146973,20.09000015258789,1030,4511.4001178741455,0.27880331660123586,SIGNAL
ALKIM,2023-02-20 00:00:00+00:00,2023-04-26 00:00:00+00:00,15.56999969482422,14.350000381469728,1069,-1304.179265975954,-0.0783557698951045,SIGNAL
ALKIM,2023-06-02 00:00:00+00:00,2023-06-21 00:00:00+00:00,13.68000030517578,13.1899995803833,1207,-591.4308748245203,-0.035818765633147495,SIGNAL
ALKIM,2023-06-27 00:00:00+00:00,2023-08-18 00:00:00+00:00,14.65999984741211,17.549999237060547,1122,3242.579315185547,0.1971350218096081,SIGNAL
ALKIM,2023-09-01 00:00:00+00:00,2023-10-18 00:00:00+00:00,19.950000762939453,20.31999969482422,841,311.1691017150879,0.01854631166591743,SIGNAL
ALKIM,2023-11-20 00:00:00+00:00,2023-12-18 00:00:00+00:00,19.149999618530277,17.549999237060547,877,-1403.2003345489538,-0.08355093542255262,STOP_LOSS
ALKIM,2024-04-22 00:00:00+00:00,2024-06-10 00:00:00+00:00,16.5,17.25,1010,757.5,0.045454545454545456,SIGNAL
ALKIM,2024-07-22 00:00:00+00:00,2024-07-31 00:00:00+00:00,18.07999992370605,16.600000381469727,926,-1370.4795761108362,-0.08185838210628449,STOP_LOSS
ALKIM,2024-08-19 00:00:00+00:00,2024-10-10 00:00:00+00:00,17.1299991607666,15.720000267028809,969,-1366.2889280319214,-0.0823116732525685,STOP_LOSS
ALKIM,2024-12-03 00:00:00+00:00,2025-01-29 00:00:00+00:00,16.969999313354492,17.25,970,271.6006660461426,0.016499746492338516,SIGNAL
ALKIM,2025-03-07 00:00:00+00:00,2025-03-19 00:00:00+00:00,17.739999771118164,15.890000343322754,930,-1720.4994678497314,-0.10428407281083091,STOP_LOSS
ALKIM,2025-03-20 00:00:00+00:00,2025-03-24 00:00:00+00:00,15.699999809265137,14.989999771118164,1040,-738.4000396728516,-0.04522293291544985,SIGNAL
ANSGR,2020-09-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,5.936438083648682,6.073855876922607,2738,376.2499179840088,0.023148189425647208,SIGNAL
ANSGR,2020-11-11 00:00:00+00:00,2021-03-22 00:00:00+00:00,6.412818908691406,6.614364147186279,2540,511.92490577697754,0.03142849367252758,SIGNAL
ANSGR,2021-05-05 00:00:00+00:00,2021-06-18 00:00:00+00:00,6.331963062286377,5.948788166046143,2581,-988.9744071960449,-0.0605143922147069,SIGNAL
ANSGR,2021-08-03 00:00:00+00:00,2021-08-12 00:00:00+00:00,6.236169338226318,6.121216773986816,2604,-299.3364772796631,-0.018433201217752142,SIGNAL
ANSGR,2021-10-04 00:00:00+00:00,2021-10-21 00:00:00+00:00,5.910470485687256,5.680565357208252,2743,-630.6297674179077,-0.03889794036460214,SIGNAL
ANSGR,2021-11-19 00:00:00+00:00,2021-12-24 00:00:00+00:00,5.958367347717285,5.709303855895996,2710,-674.9620628356934,-0.04180062713265035,SIGNAL
ANSGR,2021-12-31 00:00:00+00:00,2022-02-11 00:00:00+00:00,6.29364538192749,5.785938739776611,2555,-1297.1904706954956,-0.08066972499098587,STOP_LOSS
ANSGR,2022-03-29 00:00:00+00:00,2022-05-11 00:00:00+00:00,5.029168605804443,5.651827812194824,3172,1975.075002670288,0.12380957076518279,SIGNAL
