symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
AEFES,2020-09-18 00:00:00+00:00,2020-10-26 00:00:00+00:00,1.548118233680725,1.603461742401123,3229,178.70418965816498,0.03574889017928309,SIGNAL
AEFES,2020-11-11 00:00:00+00:00,2020-12-01 00:00:00+00:00,1.6438474655151367,1.6528220176696775,3052,27.39033317565827,0.00545947987438624,SIGNAL
AEFES,2021-02-16 00:00:00+00:00,2021-02-25 00:00:00+00:00,1.9400091171264648,1.7425678968429563,2587,-510.7804368734369,-0.10177334659950359,STOP_LOSS
AEFES,2021-02-26 00:00:00+00:00,2021-03-01 00:00:00+00:00,1.7665003538131714,1.7964154481887815,2813,84.15116047859101,0.016934666506596075,SIGNAL
AEFES,2021-04-27 00:00:00+00:00,2021-06-16 00:00:00+00:00,1.7261146306991575,1.8324962854385376,2883,306.6983106136331,0.06163070102493172,SIGNAL
AEFES,2021-06-23 00:00:00+00:00,2021-06-28 00:00:00+00:00,1.8341193199157717,1.814642071723938,2730,-53.172887563706354,-0.010619400810154642,SIGNAL
AEFES,2021-09-02 00:00:00+00:00,2021-09-17 00:00:00+00:00,1.8422348499298096,1.6945315599441528,2715,-401.01443231105804,-0.08017614583248403,STOP_LOSS
AEFES,2021-10-04 00:00:00+00:00,2021-11-26 00:00:00+00:00,1.76107919216156,1.968837857246399,2818,585.4639182090759,0.11797235809131021,SIGNAL
AEFES,2021-12-02 00:00:00+00:00,2021-12-24 00:00:00+00:00,2.1311492919921875,2.34053111076355,2356,493.3035650253296,0.09824831116154854,SIGNAL
AEFES,2022-07-07 00:00:00+00:00,2022-09-30 00:00:00+00:00,2.553964853286743,3.463501214981079,1985,1805.4296779632568,0.3561272037568713,SIGNAL
AEFES,2022-10-14 00:00:00+00:00,2023-01-18 00:00:00+00:00,4.322892189025879,4.971326351165772,1214,787.1990728378305,0.15000007721358685,SIGNAL
AEFES,2023-02-27 00:00:00+00:00,2023-05-17 00:00:00+00:00,4.569296836853027,5.3560638427734375,1166,917.3703289031982,0.17218557559553813,SIGNAL
