symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_signal,confirmations
AGESA,2023-05-11 00:00:00+00:00,2023-05-15 00:00:00+00:00,30.84000015258789,27.700000762939453,162,-508.6799011230469,-0.10181580331104341,STOP_LOSS,STRONG_BUY,
AKSEN,2021-07-27 00:00:00+00:00,2022-08-24 00:00:00+00:00,6.162229061126709,28.5,803,17937.230063915253,3.62494978964463,SIGNAL,STRONG_BUY,adx_di
AGHOL,2025-05-12 00:00:00+00:00,2025-05-22 00:00:00+00:00,305.5,279.0,22,-583.0,-0.0867430441898527,STOP_LOSS,STRONG_BUY,
ARCLK,2025-06-24 00:00:00+00:00,2025-06-26 00:00:00+00:00,117.1999969482422,120.0,57,159.6001739501944,0.023890811643914395,END_TEST,STRONG_BUY,adx_di
DOAS,2023-12-29 00:00:00+00:00,2024-08-05 00:00:00+00:00,246.2603302001953,220.3886260986328,27,-698.5360107421875,-0.10505835056962001,STOP_LOSS,STRONG_BUY,
ECILC,2020-12-24 00:00:00+00:00,2021-02-26 00:00:00+00:00,7.131552219390869,6.507089138031006,929,-580.126202583313,-0.08756341707236365,STOP_LOSS,STRONG_BUY,
EGEEN,2024-04-08 00:00:00+00:00,2024-05-07 00:00:00+00:00,16725.48046875,14875.318359375,1,-1850.162109375,-0.11061936981911254,STOP_LOSS,STRONG_BUY,
EGEEN,2024-09-13 00:00:00+00:00,2024-10-02 00:00:00+00:00,11051.4853515625,9853.37109375,1,-1198.1142578125,-0.10841205681398348,STOP_LOSS,STRONG_BUY,
ERBOS,2020-11-23 00:00:00+00:00,2025-06-26 00:00:00+00:00,28.857519149780277,140.3000030517578,217,24183.019006729126,3.8618178965264955,END_TEST,STRONG_BUY,macd
EREGL,2020-11-04 00:00:00+00:00,2025-06-26 00:00:00+00:00,4.4938836097717285,25.520000457763672,1932,40622.457750320435,4.678829866058766,END_TEST,STRONG_BUY,macd
GARAN,2023-05-11 00:00:00+00:00,2023-05-16 00:00:00+00:00,29.838985443115234,25.764816284179688,427,-1739.6702308654785,-0.13653846129261013,STOP_LOSS,STRONG_BUY,
GARAN,2025-03-03 00:00:00+00:00,2025-03-19 00:00:00+00:00,137.5,125.3000030517578,91,-1110.1997222900409,-0.0887272505326706,STOP_LOSS,STRONG_BUY,
GARAN,2025-05-13 00:00:00+00:00,2025-06-26 00:00:00+00:00,109.6999969482422,118.8000030517578,113,1028.300689697262,0.08295356751750035,END_TEST,STRONG_BUY,adx_di
GESAN,2021-11-19 00:00:00+00:00,2021-11-24 00:00:00+00:00,6.369999885559082,5.849999904632568,1972,-1025.439962387085,-0.08163265153353677,STOP_LOSS,STRONG_BUY,
GUBRF,2021-02-16 00:00:00+00:00,2021-03-22 00:00:00+00:00,77.9000015258789,69.69999694824219,159,-1303.8007278442383,-0.10526321459586392,STOP_LOSS,STRONG_BUY,
GUBRF,2024-02-08 00:00:00+00:00,2024-06-10 00:00:00+00:00,158.0,143.89999389648438,78,-1099.8004760742188,-0.08924054495895965,STOP_LOSS,STRONG_BUY,
HEKTS,2021-08-02 00:00:00+00:00,2021-08-13 00:00:00+00:00,2.438884019851685,2.234461069107056,5011,-1024.3634061813354,-0.08381823370061706,STOP_LOSS,STRONG_BUY,
INDES,2024-11-11 00:00:00+00:00,2025-06-18 00:00:00+00:00,6.650000095367432,6.099999904632568,1822,-1002.1003475189209,-0.08270679441313214,STOP_LOSS,STRONG_BUY,
ISGYO,2022-09-12 00:00:00+00:00,2022-09-14 00:00:00+00:00,19.200000762939453,17.25,626,-1220.7004776000977,-0.10156253570069727,STOP_LOSS,STRONG_BUY,
IZMDC,2021-01-25 00:00:00+00:00,2021-02-22 00:00:00+00:00,3.801246881484986,3.3299999237060547,3130,-1475.0029778480548,-0.12397167889154177,STOP_LOSS,STRONG_BUY,
KARSN,2022-02-21 00:00:00+00:00,2022-02-24 00:00:00+00:00,3.990000009536743,3.5999999046325684,2945,-1148.5503089427948,-0.09774438696040393,STOP_LOSS,STRONG_BUY,
KONYA,2021-01-11 00:00:00+00:00,2021-01-12 00:00:00+00:00,1324.4000244140625,1211.9000244140625,8,-900.0,-0.0849441240759354,STOP_LOSS,STRONG_BUY,
KOZAA,2024-12-31 00:00:00+00:00,2025-01-13 00:00:00+00:00,74.25,68.0999984741211,155,-953.2502365112305,-0.08282830337884049,STOP_LOSS,STRONG_BUY,
KRDMD,2022-03-02 00:00:00+00:00,2022-06-28 00:00:00+00:00,12.859999656677246,11.800000190734863,890,-943.3995246887207,-0.08242608819915509,STOP_LOSS,STRONG_BUY,
PETKM,2025-03-06 00:00:00+00:00,2025-03-21 00:00:00+00:00,17.549999237060547,15.8100004196167,647,-1125.7792348861694,-0.09914523607325697,STOP_LOSS,STRONG_BUY,
SAHOL,2022-03-14 00:00:00+00:00,2025-06-26 00:00:00+00:00,14.135876655578612,80.5,795,52759.478058815,4.694729938679206,END_TEST,STRONG_BUY,macd
SNGYO,2022-12-13 00:00:00+00:00,2023-01-05 00:00:00+00:00,1.3612500429153442,1.2262500524520874,12135,-1638.2248842716217,-0.09917354358654919,STOP_LOSS,STRONG_BUY,
TAVHL,2021-12-03 00:00:00+00:00,2025-06-26 00:00:00+00:00,31.959999084472656,251.25,511,112057.19046783447,6.861389461743336,END_TEST,STRONG_BUY,macd
