symbol,entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,entry_score,phases_aligned
ERBOS,2020-11-23 00:00:00+00:00,2020-12-14 00:00:00+00:00,28.857519149780277,36.24366760253906,229,1661.6116521491995,0.25093852022977475,TAKE_PROFIT,0.8354255993310462,4
ALGYO,2020-11-25 00:00:00+00:00,2020-12-23 00:00:00+00:00,4.088888168334961,5.519999980926514,949,1339.8874404420853,0.3446110107476411,TAKE_PROFIT,0.525798776410312,3
HEKTS,2020-12-14 00:00:00+00:00,2020-12-30 00:00:00+00:00,0.8007509708404541,1.0649720430374146,5729,1492.3450683233732,0.3246573482424302,TAKE_PROFIT,0.6753058958890807,4
ISDMR,2020-12-07 00:00:00+00:00,2020-12-31 00:00:00+00:00,6.576553821563721,7.467284679412842,480,414.06872680664037,0.13090767011561122,PHASE_EXIT,0.5262315239408423,3
KOZAL,2020-11-20 00:00:00+00:00,2021-01-04 00:00:00+00:00,3.734815835952759,4.987573623657227,1230,1519.4350008058545,0.3300958784337038,TAKE_PROFIT,0.401645112771121,3
ISGYO,2020-11-23 00:00:00+00:00,2021-01-04 00:00:00+00:00,2.0799999237060547,2.789999961853028,2047,1433.4322985553754,0.3359915093184982,TAKE_PROFIT,0.5753591247175229,3
DOHOL,2020-12-02 00:00:00+00:00,2021-01-07 00:00:00+00:00,2.5023155212402344,3.285483121871948,1405,1084.0867647004115,0.30773573236868684,TAKE_PROFIT,0.5252095213063179,3
KOZAA,2020-11-20 00:00:00+00:00,2021-01-11 00:00:00+00:00,13.6899995803833,17.280000686645508,314,1107.8111871986384,0.25719643356587873,TAKE_PROFIT,0.3807101914169363,3
SASA,2020-12-04 00:00:00+00:00,2021-01-11 00:00:00+00:00,0.3720580041408539,0.4712870121002197,9319,908.9968607606288,0.26164636050852624,TAKE_PROFIT,0.575100527227182,3
KONYA,2021-01-11 00:00:00+00:00,2021-01-12 00:00:00+00:00,1324.4000244140625,1211.9000244140625,5,-587.8630004882816,-0.08859704174429499,STOP_LOSS,1.1444423304391786,4
IPEKE,2020-11-20 00:00:00+00:00,2021-01-13 00:00:00+00:00,12.34000015258789,13.390000343322754,323,322.52848128700225,0.08075746217417555,PHASE_EXIT,0.34623343729224226,3
ALKIM,2020-12-31 00:00:00+00:00,2021-01-19 00:00:00+00:00,7.196567058563232,9.109212875366213,441,829.0951073083888,0.2607189898015928,TAKE_PROFIT,0.37573938218836633,3
KARSN,2021-01-04 00:00:00+00:00,2021-01-21 00:00:00+00:00,3.569999933242798,4.550000190734863,991,955.0864149289132,0.26942201738426286,TAKE_PROFIT,0.4263454967675907,3
AKSEN,2021-01-04 00:00:00+00:00,2021-01-25 00:00:00+00:00,3.84037184715271,5.0208940505981445,1053,1224.4280542473794,0.3021787369579538,TAKE_PROFIT,0.525579933705463,3
THYAO,2021-01-14 00:00:00+00:00,2021-01-27 00:00:00+00:00,13.239999771118164,11.949999809265137,310,-415.5177879142766,-0.1010350887488725,STOP_LOSS,0.5701531988386859,3
AGHOL,2021-01-19 00:00:00+00:00,2021-01-29 00:00:00+00:00,29.221885681152344,26.727813720703125,143,-372.6539043731691,-0.08900075265475284,STOP_LOSS,0.5975124615972079,3
ERBOS,2020-12-23 00:00:00+00:00,2021-02-08 00:00:00+00:00,41.51131057739258,52.48556518554688,78,841.3283468170171,0.259320441684713,TAKE_PROFIT,0.44925748787904707,3
DOAS,2021-01-13 00:00:00+00:00,2021-02-08 00:00:00+00:00,21.60399436950684,25.56472396850586,189,730.748118679046,0.17860932319737885,PHASE_EXIT,0.5009698911928984,3
ERBOS,2021-02-08 00:00:00+00:00,2021-02-15 00:00:00+00:00,52.48556518554688,67.99266052246094,83,1267.0895274963368,0.2902830044134255,TAKE_PROFIT,0.5894731121402866,3
IZMDC,2021-01-25 00:00:00+00:00,2021-02-16 00:00:00+00:00,3.801246881484986,4.860000133514404,1448,1507.9917375831592,0.2734239806822558,TAKE_PROFIT,0.6264935683996984,4
ISGYO,2021-02-08 00:00:00+00:00,2021-02-23 00:00:00+00:00,2.650000095367432,2.3399999141693115,1555,-497.5691817927368,-0.12050622140693723,STOP_LOSS,0.5741408266773449,3
DOHOL,2021-01-07 00:00:00+00:00,2021-02-24 00:00:00+00:00,3.285483121871948,2.9703056812286377,1222,-400.4359803009029,-0.09953937860026905,STOP_LOSS,0.5665755462804533,3
AGHOL,2021-02-15 00:00:00+00:00,2021-02-24 00:00:00+00:00,31.452775955200195,28.593433380126957,144,-429.0386390991207,-0.0945381743711197,STOP_LOSS,0.6833879321080414,3
SKBNK,2021-02-16 00:00:00+00:00,2021-02-24 00:00:00+00:00,1.5158332586288452,1.3573148250579834,2104,-345.61299136924754,-0.10814966296126335,STOP_LOSS,0.2251271861617627,3
ODAS,2021-02-01 00:00:00+00:00,2021-02-26 00:00:00+00:00,3.1033380031585693,2.7885069847106934,1318,-430.4781857023236,-0.10503618443306349,STOP_LOSS,0.5721443319809034,3
INDES,2021-02-25 00:00:00+00:00,2021-03-04 00:00:00+00:00,1.7188260555267334,2.2758400440216064,2451,1345.6594325809474,0.31878083121707557,TAKE_PROFIT,0.5254236950949499,3
ECILC,2020-11-30 00:00:00+00:00,2021-03-22 00:00:00+00:00,6.488988399505615,5.683521270751953,500,-414.9060740470886,-0.12762479841764401,STOP_LOSS,0.3757412102584571,3
HALKB,2020-12-30 00:00:00+00:00,2021-03-22 00:00:00+00:00,5.639999866485596,4.679999828338623,613,-601.1323430099487,-0.17352530059580917,STOP_LOSS,0.47571012423680714,3
SISE,2021-01-12 00:00:00+00:00,2021-03-22 00:00:00+00:00,7.318543910980225,6.655840873718262,523,-361.21089497280127,-0.09418174826779432,STOP_LOSS,0.42612058936626673,3
MPARK,2021-01-29 00:00:00+00:00,2021-03-22 00:00:00+00:00,22.899999618530277,21.600000381469727,189,-262.5208558044442,-0.06053392168495294,PHASE_EXIT,0.5232696670682048,3
PGSUS,2021-02-23 00:00:00+00:00,2021-03-22 00:00:00+00:00,17.217039108276367,15.007367134094238,328,-745.9116180267329,-0.13182183121887797,STOP_LOSS,0.6823555015169669,4
KRDMD,2021-03-04 00:00:00+00:00,2021-03-22 00:00:00+00:00,7.360000133514404,6.599999904632568,612,-482.2071801223756,-0.10684069560130129,STOP_LOSS,0.6016266202006978,3
EGEEN,2021-03-24 00:00:00+00:00,2021-03-26 00:00:00+00:00,1628.4993896484375,1472.53271484375,4,-648.6749560546878,-0.09938293495509358,STOP_LOSS,0.994656345771749,4
HEKTS,2021-03-25 00:00:00+00:00,2021-04-12 00:00:00+00:00,1.6996419429779053,1.5270899534225464,2929,-524.3069728567598,-0.1051092895019324,STOP_LOSS,0.6406201899419601,3
ALKIM,2021-04-02 00:00:00+00:00,2021-04-13 00:00:00+00:00,8.978804588317871,8.114250183105469,402,-361.29368693160995,-0.09989599536214677,STOP_LOSS,0.4765414621182714,3
ISDMR,2021-02-25 00:00:00+00:00,2021-04-14 00:00:00+00:00,8.684613227844238,10.970812797546388,524,1177.3696880493171,0.2582042344317885,TAKE_PROFIT,0.557128272012178,3
GUBRF,2021-01-29 00:00:00+00:00,2021-04-19 00:00:00+00:00,72.5,65.75,50,-351.3249999999998,-0.09672379379172684,STOP_LOSS,0.3863488518584046,3
ARCLK,2021-03-30 00:00:00+00:00,2021-04-19 00:00:00+00:00,32.57883071899414,29.790203094482425,140,-407.871196899413,-0.08924662201770146,STOP_LOSS,0.5712925534155057,3
BIMAS,2021-03-26 00:00:00+00:00,2021-04-20 00:00:00+00:00,62.56355667114258,57.04581069946289,62,-356.9318117980956,-0.09183419333244507,STOP_LOSS,0.33284320081186936,3
ISGYO,2021-04-14 00:00:00+00:00,2021-04-21 00:00:00+00:00,1.9600000381469729,1.7999999523162842,1828,-306.22671686363265,-0.08529883220865168,STOP_LOSS,0.3242812841914487,3
EREGL,2021-03-31 00:00:00+00:00,2021-04-26 00:00:00+00:00,7.5376715660095215,9.54310703277588,587,1157.1377849168784,0.2610009223508916,TAKE_PROFIT,0.6014507384075863,3
ERBOS,2021-04-02 00:00:00+00:00,2021-05-10 00:00:00+00:00,65.84552001953125,83.02262115478516,60,1012.7618911743166,0.25583628925546775,TAKE_PROFIT,0.5379302731675663,3
SASA,2021-04-27 00:00:00+00:00,2021-05-20 00:00:00+00:00,0.9842529892921448,0.8951659798622131,6753,-626.9880072777269,-0.09414299709899658,STOP_LOSS,0.8252696981132341,4
TAVHL,2021-04-28 00:00:00+00:00,2021-05-25 00:00:00+00:00,20.700000762939453,22.3799991607666,154,245.45111328887924,0.07684333455001446,PHASE_EXIT,0.3207794268164253,3
GUBRF,2021-05-24 00:00:00+00:00,2021-06-08 00:00:00+00:00,64.80000305175781,59.54999923706055,54,-296.9300062408447,-0.08468716210038725,STOP_LOSS,0.3849194501301375,3
KARSN,2021-05-10 00:00:00+00:00,2021-06-09 00:00:00+00:00,4.070000171661377,3.7300000190734863,918,-326.44094042587267,-0.08719664797459797,STOP_LOSS,0.47695445390439606,3
ARCLK,2021-04-27 00:00:00+00:00,2021-06-15 00:00:00+00:00,32.02110290527344,29.27094268798828,109,-313.12912962341306,-0.08953502620997263,STOP_LOSS,0.3270688581035909,3
QUAGR,2021-06-09 00:00:00+00:00,2021-06-17 00:00:00+00:00,1.2827270030975342,1.1763629913330078,2599,-289.2224163670544,-0.08658122214779838,STOP_LOSS,0.3255166026200321,3
ASELS,2021-04-27 00:00:00+00:00,2021-06-18 00:00:00+00:00,7.672104358673096,7.384833812713623,436,-138.37960812377924,-0.041286054731938755,PHASE_EXIT,0.32551912908858366,3
HALKB,2021-06-22 00:00:00+00:00,2021-06-25 00:00:00+00:00,5.269999980926514,5.079999923706055,771,-162.4497439699171,-0.039901233167877075,PHASE_EXIT,0.5207895852924982,3
PETKM,2021-03-03 00:00:00+00:00,2021-06-30 00:00:00+00:00,5.730000019073486,5.230000019073486,731,-381.52352005577086,-0.09090370713006371,STOP_LOSS,0.5266558694984708,3
TKFEN,2021-04-19 00:00:00+00:00,2021-06-30 00:00:00+00:00,14.204425811767578,13.035481452941896,264,-322.98398176574665,-0.08595787151957318,STOP_LOSS,0.3774175731219118,3
KONTR,2021-06-30 00:00:00+00:00,2021-07-07 00:00:00+00:00,4.178916931152344,3.8315930366516113,946,-343.72428905677816,-0.08677360212235068,STOP_LOSS,0.5169826904060113,3
ALKIM,2021-06-25 00:00:00+00:00,2021-07-12 00:00:00+00:00,7.703708171844482,7.066159725189209,624,-416.2630258483887,-0.08642028673208657,STOP_LOSS,0.5754983868705681,4
GARAN,2021-04-15 00:00:00+00:00,2021-08-05 00:00:00+00:00,6.847198009490967,8.673742294311523,571,1025.2318728055952,0.26170100011639774,TAKE_PROFIT,0.4760395452036589,3
SASA,2021-07-14 00:00:00+00:00,2021-08-11 00:00:00+00:00,0.8361319899559021,0.7454349994659424,4241,-398.0607878721953,-0.11203109082804234,STOP_LOSS,0.4751473827606325,3
ENKAI,2021-03-04 00:00:00+00:00,2021-08-16 00:00:00+00:00,6.758303642272949,8.57718276977539,742,1326.8504507713324,0.26406609874135334,TAKE_PROFIT,0.5757144061848545,4
AKSA,2021-07-08 00:00:00+00:00,2021-09-17 00:00:00+00:00,1.3057184219360352,1.661534309387207,4112,1438.7122427368167,0.26742597032434157,TAKE_PROFIT,0.7752407031351929,4
TKFEN,2021-08-12 00:00:00+00:00,2021-09-21 00:00:00+00:00,13.327717781066896,12.229619979858398,235,-270.064932031632,-0.08605514149472289,STOP_LOSS,0.3236773674102722,3
KONYA,2021-06-23 00:00:00+00:00,2021-09-28 00:00:00+00:00,835.0,821.5,5,-84.06500000000051,-0.020095139063191103,PHASE_EXIT,0.6135082190629151,4
IZMDC,2021-06-30 00:00:00+00:00,2021-09-28 00:00:00+00:00,2.4600000381469727,2.259999990463257,1772,-371.12776459693896,-0.08496829288300249,STOP_LOSS,0.475692249673287,4
AGESA,2021-04-20 00:00:00+00:00,2021-10-13 00:00:00+00:00,17.228923797607422,21.63999938964844,236,1022.6677079772962,0.2510132623332643,TAKE_PROFIT,0.47594755356759644,3
MAVI,2021-06-15 00:00:00+00:00,2021-10-13 00:00:00+00:00,3.515625,4.443749904632568,1035,944.1333702421189,0.25895406479792155,TAKE_PROFIT,0.4261953886369164,3
THYAO,2021-05-27 00:00:00+00:00,2021-11-04 00:00:00+00:00,13.050000190734863,16.969999313354492,258,995.8694538917543,0.29519192015933293,TAKE_PROFIT,0.32539487543977313,3
AGHOL,2021-08-16 00:00:00+00:00,2021-11-09 00:00:00+00:00,23.55435562133789,29.7110595703125,155,937.776833381653,0.25634736189819235,TAKE_PROFIT,0.44630073457705843,3
