symbol,action,shares,entry_price,cost,stop_loss,mode,timestamp,reasons,date,exit_price,pnl,pnl_pct,exit_reason
AKBNK,BUY,74,60.79999923706055,4508.198343429565,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-10-28 00:00:00+00:00,,,,
EREGL,SELL,276,25.520000457763672,,,BALANCED,2024-10-30 00:00:00+00:00,,2024-10-30 00:00:00+00:00,23.920000076293945,-468.89098558044407,-0.06269593858815845,stop_loss
ENKAI,SELL,88,63.70000076293945,,,BALANCED,2024-10-30 00:00:00+00:00,,2024-10-30 00:00:00+00:00,46.71312713623047,-1514.2775896606445,-0.2666699124529982,stop_loss
AKBNK,SELL,74,60.79999923706055,,,BALANCED,2024-10-30 00:00:00+00:00,,2024-10-30 00:00:00+00:00,49.88710784912109,-823.9356545562746,-0.17948834744865463,stop_loss
EREGL,BUY,265,25.520000457763672,6776.325721549988,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-10-30 00:00:00+00:00,,,,
ENKAI,BUY,84,63.70000076293945,5361.501664215088,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-10-30 00:00:00+00:00,,,,
AKBNK,BUY,71,60.79999923706055,4325.433545722962,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-10-30 00:00:00+00:00,,,,
AGHOL,SELL,19,244.0,,,DEFENSIVE,2024-10-31 00:00:00+00:00,,2024-10-31 00:00:00+00:00,289.75,848.9674999999997,0.1875,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-10-31 00:00:00+00:00,,2024-10-31 00:00:00+00:00,10884.9423828125,3774.0224980468756,0.5385077572879858,profit_target
EREGL,SELL,265,25.520000457763672,,,BALANCED,2024-10-31 00:00:00+00:00,,2024-10-31 00:00:00+00:00,23.799999237060547,-481.9399233245849,-0.06739816574650051,stop_loss
ENKAI,SELL,84,63.70000076293945,,,BALANCED,2024-10-31 00:00:00+00:00,,2024-10-31 00:00:00+00:00,45.6087532043457,-1538.0286655883788,-0.2840070226360061,stop_loss
AKBNK,SELL,71,60.79999923706055,,,BALANCED,2024-10-31 00:00:00+00:00,,2024-10-31 00:00:00+00:00,49.49583435058594,-818.2577153091434,-0.1859237669132103,stop_loss
AGHOL,BUY,19,244.0,4645.272,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-10-31 00:00:00+00:00,,,,
ENKAI,BUY,65,63.70000076293945,4148.781049690247,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-10-31 00:00:00+00:00,,,,
ENKAI,SELL,65,63.70000076293945,,,DEFENSIVE,2024-11-01 00:00:00+00:00,,2024-11-01 00:00:00+00:00,47.21687698364258,-1085.8222397613526,-0.258761751677823,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-01 00:00:00+00:00,,,,
EREGL,BUY,267,25.520000457763672,6827.467802467346,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-01 00:00:00+00:00,,,,
ENKAI,BUY,85,63.70000076293945,5425.329064979554,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-01 00:00:00+00:00,,,,
AKBNK,BUY,72,60.79999923706055,4386.355144958496,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-01 00:00:00+00:00,,,,
EREGL,SELL,267,25.520000457763672,,,BALANCED,2024-11-04 00:00:00+00:00,,2024-11-04 00:00:00+00:00,23.46999931335449,-573.510965435029,-0.08032919700773491,stop_loss
ENKAI,SELL,85,63.70000076293945,,,BALANCED,2024-11-04 00:00:00+00:00,,2024-11-04 00:00:00+00:00,46.30624771118164,-1497.170071640015,-0.2730573444808727,stop_loss
AKBNK,SELL,72,60.79999923706055,,,BALANCED,2024-11-04 00:00:00+00:00,,2024-11-04 00:00:00+00:00,45.93526458740234,-1085.6307727661133,-0.2444857703320074,stop_loss
EREGL,BUY,255,25.520000457763672,6520.615316963196,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-04 00:00:00+00:00,,,,
ENKAI,BUY,81,63.70000076293945,5170.019461921692,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-04 00:00:00+00:00,,,,
AKBNK,BUY,68,60.79999923706055,4142.668748016357,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-04 00:00:00+00:00,,,,
AGHOL,SELL,19,244.0,,,DEFENSIVE,2024-11-05 00:00:00+00:00,,2024-11-05 00:00:00+00:00,275.0,569.2780000000002,0.12704918032786885,stop_loss
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-05 00:00:00+00:00,,2024-11-05 00:00:00+00:00,10847.6572265625,3736.811912109375,0.5332377705388692,profit_target
EREGL,SELL,255,25.520000457763672,,,BALANCED,2024-11-05 00:00:00+00:00,,2024-11-05 00:00:00+00:00,23.8799991607666,-443.39433053970333,-0.06426337255406085,stop_loss
ENKAI,SELL,81,63.70000076293945,,,BALANCED,2024-11-05 00:00:00+00:00,,2024-11-05 00:00:00+00:00,46.26749801635742,-1429.8474572753908,-0.27366565993393566,stop_loss
AKBNK,SELL,68,60.79999923706055,,,BALANCED,2024-11-05 00:00:00+00:00,,2024-11-05 00:00:00+00:00,45.38748550415039,-1062.492431762695,-0.25349529484065325,stop_loss
AGHOL,BUY,18,244.0,4400.784,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-05 00:00:00+00:00,,,,
ENKAI,BUY,63,63.70000076293945,4021.1262481613157,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-05 00:00:00+00:00,,,,
ENKAI,SELL,63,63.70000076293945,,,DEFENSIVE,2024-11-06 00:00:00+00:00,,2024-11-06 00:00:00+00:00,50.32656478881836,-856.8938136291504,-0.20994404731470168,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-06 00:00:00+00:00,,,,
EREGL,BUY,259,25.520000457763672,6622.899478797913,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-06 00:00:00+00:00,,,,
ENKAI,BUY,83,63.70000076293945,5297.674263450623,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-06 00:00:00+00:00,,,,
AKBNK,BUY,69,60.79999923706055,4203.590347251892,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-06 00:00:00+00:00,,,,
ENKAI,SELL,83,63.70000076293945,,,BALANCED,2024-11-07 00:00:00+00:00,,2024-11-07 00:00:00+00:00,50.22968673706055,-1136.9483922729496,-0.21146489583271577,stop_loss
AKBNK,SELL,69,60.79999923706055,,,BALANCED,2024-11-07 00:00:00+00:00,,2024-11-07 00:00:00+00:00,47.34384536743164,-943.3984675598144,-0.2213183230013386,stop_loss
ENKAI,BUY,79,63.70000076293945,5042.364660392761,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-07 00:00:00+00:00,,,,
AKBNK,BUY,67,60.79999923706055,4081.747148780823,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-07 00:00:00+00:00,,,,
AGHOL,SELL,18,244.0,,,DEFENSIVE,2024-11-08 00:00:00+00:00,,2024-11-08 00:00:00+00:00,305.25,1082.7270000000008,0.2510245901639344,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-08 00:00:00+00:00,,2024-11-08 00:00:00+00:00,11752.45703125,4639.802117187501,0.6611246687279152,profit_target
EREGL,SELL,259,25.520000457763672,,,BALANCED,2024-11-08 00:00:00+00:00,,2024-11-08 00:00:00+00:00,25.549999237060547,-18.684576004028713,0.0011755007350616562,mode_change
ENKAI,SELL,79,63.70000076293945,,,BALANCED,2024-11-08 00:00:00+00:00,,2024-11-08 00:00:00+00:00,51.97343826293945,-944.6748408660887,-0.18409046090345565,stop_loss
AKBNK,SELL,67,60.79999923706055,,,BALANCED,2024-11-08 00:00:00+00:00,,2024-11-08 00:00:00+00:00,50.08274459838867,-732.9143484649662,-0.17627063771637663,stop_loss
AGHOL,BUY,18,244.0,4400.784,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-08 00:00:00+00:00,,,,
ENKAI,BUY,64,63.70000076293945,4084.953648925781,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-08 00:00:00+00:00,,,,
ENKAI,SELL,64,63.70000076293945,,,DEFENSIVE,2024-11-11 00:00:00+00:00,,2024-11-11 00:00:00+00:00,50.42343521118164,-864.3079951171876,-0.20842331856740093,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-11 00:00:00+00:00,,,,
EREGL,BUY,263,25.520000457763672,6725.183640632629,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-11 00:00:00+00:00,,,,
ENKAI,BUY,84,63.70000076293945,5361.501664215088,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-11 00:00:00+00:00,,,,
AKBNK,BUY,70,60.79999923706055,4264.511946487427,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-11 00:00:00+00:00,,,,
ENKAI,SELL,84,63.70000076293945,,,BALANCED,2024-11-12 00:00:00+00:00,,2024-11-12 00:00:00+00:00,53.28125,-894.8279142150877,-0.1635596646491889,stop_loss
AKBNK,SELL,70,60.79999923706055,,,BALANCED,2024-11-12 00:00:00+00:00,,2024-11-12 00:00:00+00:00,51.84346389770508,-642.72755859375,-0.147311438351072,stop_loss
ENKAI,BUY,82,63.70000076293945,5233.846862686157,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-12 00:00:00+00:00,,,,
AKBNK,BUY,68,60.79999923706055,4142.668748016357,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-12 00:00:00+00:00,,,,
AGHOL,SELL,18,244.0,,,DEFENSIVE,2024-11-13 00:00:00+00:00,,2024-11-13 00:00:00+00:00,331.75,1558.7730000000001,0.35963114754098363,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-13 00:00:00+00:00,,2024-11-13 00:00:00+00:00,10899.857421875,3788.9077070312505,0.5406158900176679,profit_target
EREGL,SELL,263,25.520000457763672,,,BALANCED,2024-11-13 00:00:00+00:00,,2024-11-13 00:00:00+00:00,25.024999618530277,-156.7718907585131,-0.019396584261533827,mode_change
ENKAI,SELL,82,63.70000076293945,,,BALANCED,2024-11-13 00:00:00+00:00,,2024-11-13 00:00:00+00:00,52.84531021118164,-909.1980562438957,-0.17040330332418224,stop_loss
AKBNK,SELL,68,60.79999923706055,,,BALANCED,2024-11-13 00:00:00+00:00,,2024-11-13 00:00:00+00:00,52.72382736206055,-564.6189279174805,-0.13283177592668755,stop_loss
AGHOL,BUY,18,244.0,4400.784,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-13 00:00:00+00:00,,,,
ENKAI,BUY,65,63.70000076293945,4148.781049690247,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-13 00:00:00+00:00,,,,
ENKAI,SELL,65,63.70000076293945,,,DEFENSIVE,2024-11-14 00:00:00+00:00,,2024-11-14 00:00:00+00:00,53.18437576293945,-698.7105939483645,-0.1650804532818463,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-14 00:00:00+00:00,,,,
EREGL,BUY,269,25.520000457763672,6878.6098833847045,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-14 00:00:00+00:00,,,,
ENKAI,BUY,86,63.70000076293945,5489.1564657440185,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-14 00:00:00+00:00,,,,
AKBNK,BUY,72,60.79999923706055,4386.355144958496,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-14 00:00:00+00:00,,,,
ENKAI,SELL,86,63.70000076293945,,,BALANCED,2024-11-15 00:00:00+00:00,,2024-11-15 00:00:00+00:00,52.0703125,-1020.0656844940186,-0.18256967227079823,stop_loss
AKBNK,SELL,72,60.79999923706055,,,BALANCED,2024-11-15 00:00:00+00:00,,2024-11-15 00:00:00+00:00,53.65309143066406,-531.0586071166986,-0.11754782723813091,stop_loss
ENKAI,BUY,83,63.70000076293945,5297.674263450623,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-15 00:00:00+00:00,,,,
AKBNK,BUY,70,60.79999923706055,4264.511946487427,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-15 00:00:00+00:00,,,,
AGHOL,SELL,18,244.0,,,DEFENSIVE,2024-11-18 00:00:00+00:00,,2024-11-18 00:00:00+00:00,328.25,1495.8990000000003,0.3452868852459016,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-18 00:00:00+00:00,,2024-11-18 00:00:00+00:00,11011.7138671875,3900.540439453125,0.556425988295053,profit_target
EREGL,SELL,269,25.520000457763672,,,BALANCED,2024-11-18 00:00:00+00:00,,2024-11-18 00:00:00+00:00,25.25,-99.94438338470445,-0.010579955051745799,mode_change
ENKAI,SELL,83,63.70000076293945,,,BALANCED,2024-11-18 00:00:00+00:00,,2024-11-18 00:00:00+00:00,51.14999771118164,-1060.715353042603,-0.19701731399443534,stop_loss
AKBNK,SELL,70,60.79999923706055,,,BALANCED,2024-11-18 00:00:00+00:00,,2024-11-18 00:00:00+00:00,53.84872817993164,-502.63979583740274,-0.11433011750585302,stop_loss
AGHOL,BUY,19,244.0,4645.272,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-18 00:00:00+00:00,,,,
ENKAI,BUY,66,63.70000076293945,4212.608450454712,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-18 00:00:00+00:00,,,,
ENKAI,SELL,66,63.70000076293945,,,DEFENSIVE,2024-11-19 00:00:00+00:00,,2024-11-19 00:00:00+00:00,49.55156326293945,-948.7460814514156,-0.22211047614667434,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-19 00:00:00+00:00,,,,
EREGL,BUY,272,25.520000457763672,6955.323004760742,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-19 00:00:00+00:00,,,,
ENKAI,BUY,87,63.70000076293945,5552.9838665084835,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-19 00:00:00+00:00,,,,
AKBNK,BUY,73,60.79999923706055,4447.2767441940305,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-19 00:00:00+00:00,,,,
EREGL,SELL,272,25.520000457763672,,,BALANCED,2024-11-20 00:00:00+00:00,,2024-11-20 00:00:00+00:00,23.989999771118164,-443.09362689208956,-0.05995300388719438,stop_loss
ENKAI,SELL,87,63.70000076293945,,,BALANCED,2024-11-20 00:00:00+00:00,,2024-11-20 00:00:00+00:00,47.43000030517578,-1434.826660011291,-0.2554160166859767,stop_loss
AKBNK,SELL,73,60.79999923706055,,,BALANCED,2024-11-20 00:00:00+00:00,,2024-11-20 00:00:00+00:00,51.06092071533203,-727.2844263992306,-0.16018221453845144,stop_loss
EREGL,BUY,262,25.520000457763672,6699.61260017395,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-20 00:00:00+00:00,,,,
ENKAI,BUY,84,63.70000076293945,5361.501664215088,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-20 00:00:00+00:00,,,,
AKBNK,BUY,70,60.79999923706055,4264.511946487427,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-20 00:00:00+00:00,,,,
AGHOL,SELL,19,244.0,,,DEFENSIVE,2024-11-21 00:00:00+00:00,,2024-11-21 00:00:00+00:00,328.0,1574.2640000000001,0.3442622950819672,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-21 00:00:00+00:00,,2024-11-21 00:00:00+00:00,10524.5146484375,3414.315619140625,0.48756390790636045,profit_target
EREGL,SELL,262,25.520000457763672,,,BALANCED,2024-11-21 00:00:00+00:00,,2024-11-21 00:00:00+00:00,24.899999618530277,-188.860299919128,-0.024294703295931124,mode_change
ENKAI,SELL,84,63.70000076293945,,,BALANCED,2024-11-21 00:00:00+00:00,,2024-11-21 00:00:00+00:00,48.48593521118164,-1296.8287435913085,-0.2388393307619759,stop_loss
AKBNK,SELL,70,60.79999923706055,,,BALANCED,2024-11-21 00:00:00+00:00,,2024-11-21 00:00:00+00:00,55.65836334228516,-376.2186833953856,-0.08456638090944757,stop_loss
AGHOL,BUY,19,244.0,4645.272,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-21 00:00:00+00:00,,,,
ENKAI,BUY,66,63.70000076293945,4212.608450454712,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-21 00:00:00+00:00,,,,
ENKAI,SELL,66,63.70000076293945,,,DEFENSIVE,2024-11-22 00:00:00+00:00,,2024-11-22 00:00:00+00:00,49.69687271118164,-939.1748387145994,-0.21982932314036654,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-22 00:00:00+00:00,,,,
EREGL,BUY,270,25.520000457763672,6904.180923843383,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-22 00:00:00+00:00,,,,
ENKAI,BUY,86,63.70000076293945,5489.1564657440185,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-22 00:00:00+00:00,,,,
AKBNK,BUY,72,60.79999923706055,4386.355144958496,57.75999927520752,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-22 00:00:00+00:00,,,,
ENKAI,SELL,86,63.70000076293945,,,BALANCED,2024-11-25 00:00:00+00:00,,2024-11-25 00:00:00+00:00,50.27812576293945,-1173.8854877624508,-0.21070447157370872,stop_loss
ENKAI,BUY,71,63.70000076293945,4531.745454277038,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-25 00:00:00+00:00,,,,
AGHOL,SELL,19,244.0,,,DEFENSIVE,2024-11-26 00:00:00+00:00,,2024-11-26 00:00:00+00:00,339.0,1782.8460000000005,0.38934426229508196,profit_target
EGEEN,SELL,1,7075.0,,,BALANCED,2024-11-26 00:00:00+00:00,,2024-11-26 00:00:00+00:00,10825.28515625,3714.4845859375,0.530075640459364,profit_target
EREGL,SELL,270,25.520000457763672,,,BALANCED,2024-11-26 00:00:00+00:00,,2024-11-26 00:00:00+00:00,25.049999237060547,-154.20812942504836,-0.018416975402527534,mode_change
AKBNK,SELL,72,60.79999923706055,,,BALANCED,2024-11-26 00:00:00+00:00,,2024-11-26 00:00:00+00:00,57.90817260742188,-225.30549407958824,-0.04756293858431426,mode_change
ENKAI,SELL,71,63.70000076293945,,,BALANCED,2024-11-26 00:00:00+00:00,,2024-11-26 00:00:00+00:00,48.921875,-1065.2392355270385,-0.23199569208698254,stop_loss
AGHOL,BUY,19,244.0,4645.272,236.68,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'rsi_neutral', 'near_support']",2024-11-26 00:00:00+00:00,,,,
ENKAI,BUY,67,63.70000076293945,4276.4358512191775,61.789000740051264,DEFENSIVE,2025-06-26 00:00:00+00:00,"['ml_signal', 'low_volatility', 'trend_aligned', 'rsi_neutral']",2024-11-26 00:00:00+00:00,,,,
ENKAI,SELL,67,63.70000076293945,,,DEFENSIVE,2024-11-27 00:00:00+00:00,,2024-11-27 00:00:00+00:00,49.60000228881836,-959.8820981750491,-0.2213500518876673,stop_loss
EGEEN,BUY,1,7075.0,7089.15,6721.25,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-27 00:00:00+00:00,,,,
EREGL,BUY,278,25.520000457763672,7108.749247512817,24.24400043487549,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-27 00:00:00+00:00,,,,
ENKAI,BUY,89,63.70000076293945,5680.638668037414,60.51500072479248,BALANCED,2025-06-26 00:00:00+00:00,"['strong_trend', 'ml_1']",2024-11-27 00:00:00+00:00,,,,
