date,value,cash,positions,returns
2024-10-22 00:00:00+00:00,99918.84312012767,59340.40318396662,5,
2024-10-23 00:00:00+00:00,99405.78395345781,59340.40318396662,5,-0.005134758876791934
2024-10-24 00:00:00+00:00,100487.04098812866,59408.02160159873,5,0.010877204440911559
2024-10-25 00:00:00+00:00,100506.09363597869,61759.56332987784,5,0.00018960303400983314
2024-10-28 00:00:00+00:00,100805.2978808403,63126.33787913322,5,0.0029769761617171042
2024-10-30 00:00:00+00:00,100790.42651514719,62317.60614256571,5,-0.00014752563610975766
2024-10-31 00:00:00+00:00,100324.03639702509,62317.60614256571,5,-0.004627325572950203
2024-11-01 00:00:00+00:00,100136.5383974161,64607.858909472445,5,-0.0018689240020904885
2024-11-04 00:00:00+00:00,98844.04685450598,63627.38705063865,5,-0.012907292019427974
2024-11-05 00:00:00+00:00,98267.63466021964,62274.97483680198,5,-0.005831531717178651
2024-11-06 00:00:00+00:00,99574.83022383353,62561.99019602439,5,0.013302401834884625
2024-11-07 00:00:00+00:00,100244.74701476142,64276.46721482322,5,0.0067277723639798115
2024-11-08 00:00:00+00:00,101558.44223331305,60095.77206157538,5,0.01310487838687635
2024-11-11 00:00:00+00:00,102006.06072411199,61034.78006157537,5,0.004407496619243334
2024-11-12 00:00:00+00:00,100989.14998230596,61034.78006157537,5,-0.00996912080112955
2024-11-13 00:00:00+00:00,100725.64352636953,63418.05345039984,5,-0.002609255112876907
2024-11-14 00:00:00+00:00,101104.21413045545,63418.05345039984,5,0.0037584332135520704
2024-11-15 00:00:00+00:00,101444.91327300688,64387.65345039984,5,0.003369781818508777
2024-11-18 00:00:00+00:00,101510.03414288184,64387.65345039984,5,0.0006419333190190724
2024-11-19 00:00:00+00:00,100648.183016211,64387.65345039984,5,-0.008490304765908396
2024-11-20 00:00:00+00:00,99726.20546137472,62626.79521404883,5,-0.009160399395265584
2024-11-21 00:00:00+00:00,100968.42265230986,62981.97234374853,5,0.012456276514163367
2024-11-22 00:00:00+00:00,101692.11285058828,62713.75307123037,5,0.0071674903823195635
2024-11-25 00:00:00+00:00,102559.15479110857,63074.60426878114,5,0.008526147369896764
2024-11-26 00:00:00+00:00,102742.02334137674,63855.96302529093,5,0.0017830543810608557
2024-11-27 00:00:00+00:00,102519.00288029428,63855.96302529093,5,-0.0021706839502414477
2024-11-28 00:00:00+00:00,101962.00695071359,64717.67723403116,5,-0.005433099366281002
2024-11-29 00:00:00+00:00,101805.55019095368,64280.94951346345,5,-0.0015344613590779765
2024-12-02 00:00:00+00:00,101548.3827290358,65131.651493054815,5,-0.002526065243353859
2024-12-03 00:00:00+00:00,102002.11191210314,64203.10232338472,5,0.0044681084117117464
2024-12-04 00:00:00+00:00,101902.67573757216,64361.675528240645,5,-0.0009748442720152184
2024-12-05 00:00:00+00:00,101891.0257002835,64361.675528240645,5,-0.00011432513625719842
2024-12-06 00:00:00+00:00,102489.96724344681,65437.00733400772,5,0.005878256098089674
2024-12-09 00:00:00+00:00,103993.47372498177,63579.92348065041,5,0.014669791804730048
2024-12-10 00:00:00+00:00,102981.94337334298,63579.92348065041,5,-0.009726863767565486
2024-12-11 00:00:00+00:00,102331.05725178383,63155.80747494362,5,-0.006320390742670989
2024-12-12 00:00:00+00:00,102270.01792988442,63155.80747494362,5,-0.0005964887253068207
2024-12-13 00:00:00+00:00,102877.4881118264,63155.80747494362,5,0.005939865800732136
2024-12-16 00:00:00+00:00,102999.48751053475,63155.80747494362,5,0.0011858706987064593
2024-12-17 00:00:00+00:00,103090.09789261482,63155.80747494362,5,0.0008797168245211484
2024-12-18 00:00:00+00:00,102288.05657248924,63401.696745924455,5,-0.007780003477744768
2024-12-19 00:00:00+00:00,101204.11108657693,64040.281737059115,5,-0.010596989738915763
2024-12-20 00:00:00+00:00,101056.98148605204,64040.281737059115,5,-0.0014537907496566804
2024-12-23 00:00:00+00:00,100534.60000174187,63858.509568144305,5,-0.005169177592962981
2024-12-24 00:00:00+00:00,100578.5855079522,64705.98560055397,5,0.00043751610101971927
2024-12-25 00:00:00+00:00,101270.8176918473,65124.05724720619,5,0.006882500687389159
2024-12-26 00:00:00+00:00,101041.45328715941,64964.01378825805,5,-0.0022648617826490636
2024-12-27 00:00:00+00:00,101093.92704771087,65098.427231770016,5,0.0005193290361960035
2024-12-30 00:00:00+00:00,100497.19634302947,65447.49642332885,5,-0.005902735427418593
2024-12-31 00:00:00+00:00,100175.05702074859,65447.49642332885,5,-0.003205455813725555
2025-01-02 00:00:00+00:00,100957.2306946301,65269.790024616676,5,0.007808068167303395
2025-01-03 00:00:00+00:00,101020.9122638411,64195.46247813173,5,0.0006307776944043386
2025-01-06 00:00:00+00:00,101064.54280707307,64195.46247813173,5,0.00043189615154148875
2025-01-07 00:00:00+00:00,100516.65262362428,64195.46247813173,5,-0.005421190936317655
2025-01-08 00:00:00+00:00,100190.01228281923,64195.46247813173,5,-0.0032496141910747234
2025-01-09 00:00:00+00:00,100726.65266224809,64195.46247813173,5,0.005356226306410861
2025-01-10 00:00:00+00:00,99959.99802392241,63753.06723707434,5,-0.007611239111622092
2025-01-13 00:00:00+00:00,99212.23499402472,62728.90548524329,5,-0.007480622695878125
