symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,confidence,exit_reason,days_held,highest_price
EGEEN,2024-10-22 00:00:00+00:00,2024-10-28 00:00:00+00:00,9932.9140625,11076.3427734375,1,1101.4101972656244,0.11066357433495494,0.5578797128209327,TARGET_REACHED,6,11076.3427734375
ARCLK,2024-10-22 00:00:00+00:00,2024-10-28 00:00:00+00:00,140.1999969482422,131.89999389648438,57,-504.1195729064948,-0.06295684825755471,0.5382495634895551,STOP_LOSS,6,141.3000030517578
ARCLK,2024-10-28 00:00:00+00:00,2024-11-04 00:00:00+00:00,131.89999389648438,123.6999969482422,58,-505.2494219360342,-0.06591212823051334,0.5382495634895551,STOP_LOSS,7,131.89999389648438
EREGL,2024-10-22 00:00:00+00:00,2024-11-06 00:00:00+00:00,23.76000022888184,24.3799991607666,306,160.25799353027287,0.021998046334118115,0.5334567563242555,TARGET_REACHED,15,24.3799991607666
ENKAI,2024-10-22 00:00:00+00:00,2024-11-06 00:00:00+00:00,46.616249084472656,50.32656478881836,140,492.30021072387717,0.07528300373827988,0.5198324009264631,TARGET_REACHED,15,50.32656478881836
ARCLK,2024-11-04 00:00:00+00:00,2024-11-06 00:00:00+00:00,123.6999969482422,127.4000015258789,56,179.07705651855395,0.025799691317287345,0.5382495634895551,TARGET_REACHED,2,127.4000015258789
ARCLK,2024-11-06 00:00:00+00:00,2024-11-07 00:00:00+00:00,127.4000015258789,132.1999969482422,66,282.53249807739303,0.033534151274716296,0.5382495634895551,TARGET_REACHED,1,132.1999969482422
EREGL,2024-11-06 00:00:00+00:00,2024-11-08 00:00:00+00:00,24.3799991607666,25.549999237060547,313,334.9538448829653,0.04380656719112038,0.5334567563242555,TARGET_REACHED,2,25.549999237060547
ENKAI,2024-11-06 00:00:00+00:00,2024-11-08 00:00:00+00:00,50.32656478881836,51.97343826293945,136,196.149191650391,0.028601091385837395,0.5198324009264631,TARGET_REACHED,2,51.97343826293945
ARCLK,2024-11-07 00:00:00+00:00,2024-11-08 00:00:00+00:00,132.1999969482422,135.8000030517578,53,162.39232348632777,0.023130789663082046,0.5382495634895551,TARGET_REACHED,1,135.8000030517578
DOHOL,2024-10-22 00:00:00+00:00,2024-11-11 00:00:00+00:00,13.109999656677246,13.550000190734863,685,264.8761660385135,0.029436211062933378,0.5441982839120233,TARGET_REACHED,20,13.550000190734863
ENKAI,2024-11-08 00:00:00+00:00,2024-11-12 00:00:00+00:00,51.97343826293945,53.28125,133,145.9412139511105,0.02107061169826491,0.5198324009264631,TARGET_REACHED,4,53.28125
ARCLK,2024-11-08 00:00:00+00:00,2024-11-18 00:00:00+00:00,135.8000030517578,140.10000610351562,63,236.1367911071775,0.02754581374229437,0.5382495634895551,TARGET_REACHED,10,140.10000610351562
ENKAI,2024-11-12 00:00:00+00:00,2024-11-19 00:00:00+00:00,53.28125,49.55156326293945,134,-527.3372167205807,-0.07371256058836319,0.5198324009264631,STOP_LOSS,7,53.28125
ALKIM,2024-10-28 00:00:00+00:00,2024-11-20 00:00:00+00:00,16.600000381469727,15.56999969482422,421,-460.71742914199694,-0.06579255114169434,0.4952407626894627,STOP_LOSS,23,16.649999618530273
EREGL,2024-11-08 00:00:00+00:00,2024-11-20 00:00:00+00:00,25.549999237060547,23.989999771118164,302,-501.0419981155401,-0.06480500890586438,0.5334567563242555,STOP_LOSS,12,25.549999237060547
ARCLK,2024-11-18 00:00:00+00:00,2024-11-20 00:00:00+00:00,140.10000610351562,132.5,52,-423.5507180175782,-0.05802246870194893,0.5382495634895551,STOP_LOSS,2,140.10000610351562
DOHOL,2024-11-11 00:00:00+00:00,2024-11-21 00:00:00+00:00,13.550000190734863,13.880000114440918,529,145.54901931762652,0.020264999095736938,0.5441982839120233,TARGET_REACHED,10,13.880000114440918
ARCLK,2024-11-20 00:00:00+00:00,2024-11-21 00:00:00+00:00,132.5,138.3000030517578,64,336.5377949218764,0.03960684702786366,0.5382495634895551,TARGET_REACHED,1,138.3000030517578
EREGL,2024-11-20 00:00:00+00:00,2024-11-21 00:00:00+00:00,23.989999771118164,24.899999618530277,323,262.3470111083998,0.03378902288719675,0.5334567563242555,TARGET_REACHED,1,24.899999618530277
ALKIM,2024-11-20 00:00:00+00:00,2024-11-21 00:00:00+00:00,15.56999969482422,16.110000610351562,448,213.5351298828109,0.030551672778993483,0.4952407626894627,TARGET_REACHED,1,16.110000610351562
DOHOL,2024-11-21 00:00:00+00:00,2024-11-22 00:00:00+00:00,13.880000114440918,14.229999542236328,678,199.18245251083317,0.021123417865985372,0.5441982839120233,TARGET_REACHED,1,14.229999542236328
ARCLK,2024-11-21 00:00:00+00:00,2024-11-22 00:00:00+00:00,138.3000030517578,142.5,61,221.94221347045823,0.026255492354791535,0.5382495634895551,TARGET_REACHED,1,142.5
ALKIM,2024-11-21 00:00:00+00:00,2024-11-22 00:00:00+00:00,16.110000610351562,16.520000457763672,426,146.85917408752448,0.021356407744095446,0.4952407626894627,TARGET_REACHED,1,16.520000457763672
EREGL,2024-11-21 00:00:00+00:00,2024-11-27 00:00:00+00:00,24.899999618530277,24.700000762939453,306,-91.5548500442519,-0.01199203444266133,0.5334567563242555,STOP_LOSS,6,25.350000381469727
DOHOL,2024-11-22 00:00:00+00:00,2024-11-27 00:00:00+00:00,14.229999542236328,14.010000228881836,612,-169.20533949279888,-0.019390545808647654,0.5441982839120233,STOP_LOSS,5,14.510000228881836
EREGL,2024-11-27 00:00:00+00:00,2024-11-28 00:00:00+00:00,24.700000762939453,25.21999931335449,289,121.42582102584765,0.01697651406840134,0.5334567563242555,TARGET_REACHED,1,25.21999931335449
ENKAI,2024-11-19 00:00:00+00:00,2024-11-29 00:00:00+00:00,49.55156326293945,50.81093978881836,146,154.56312188720767,0.02132200022193489,0.5198324009264631,TARGET_REACHED,10,50.81093978881836
EREGL,2024-11-28 00:00:00+00:00,2024-11-29 00:00:00+00:00,25.21999931335449,25.780000686645508,284,130.0723900146495,0.018123997277477967,0.5334567563242555,TARGET_REACHED,1,25.780000686645508
ALKIM,2024-11-22 00:00:00+00:00,2024-12-03 00:00:00+00:00,16.520000457763672,16.969999313354492,427,163.54905153274558,0.023138882370565193,0.4952407626894627,TARGET_REACHED,11,16.969999313354492
DOHOL,2024-11-27 00:00:00+00:00,2024-12-04 00:00:00+00:00,14.010000228881836,14.4399995803833,567,211.54733251762445,0.02657777562559386,0.5441982839120233,TARGET_REACHED,7,14.4399995803833
ENKAI,2024-11-29 00:00:00+00:00,2024-12-05 00:00:00+00:00,50.81093978881836,51.92499923706055,140,127.20225982666034,0.017846039178076503,0.5198324009264631,TARGET_REACHED,6,51.92499923706055
DOHOL,2024-12-04 00:00:00+00:00,2024-12-06 00:00:00+00:00,14.4399995803833,14.779999732971191,501,141.06163713455226,0.019459706773650158,0.5441982839120233,TARGET_REACHED,2,14.779999732971191
ARCLK,2024-11-22 00:00:00+00:00,2024-12-09 00:00:00+00:00,142.5,150.0,55,380.3249999999998,0.04842945687572221,0.5382495634895551,TARGET_REACHED,17,150.0
EREGL,2024-11-29 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.780000686645508,27.0,307,342.13286877822884,0.04314254664829837,0.5334567563242555,TARGET_REACHED,10,27.0
ALKIM,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,16.969999313354492,17.31999969482422,421,118.47798143386899,0.016550305096365407,0.4952407626894627,TARGET_REACHED,6,17.31999969482422
ENKAI,2024-12-05 00:00:00+00:00,2024-12-09 00:00:00+00:00,51.92499923706055,54.44375228881836,139,320.53616127014175,0.044321863400566874,0.5198324009264631,TARGET_REACHED,4,54.44375228881836
DOHOL,2024-12-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,14.779999732971191,15.1899995803833,491,171.87938575363205,0.023637424414357913,0.5441982839120233,TARGET_REACHED,3,15.1899995803833
ENKAI,2024-12-09 00:00:00+00:00,2024-12-11 00:00:00+00:00,54.44375228881836,51.5859375,139,-426.7125094070434,-0.05627361352305497,0.5198324009264631,STOP_LOSS,2,54.44375228881836
ALKIM,2024-12-09 00:00:00+00:00,2024-12-12 00:00:00+00:00,17.31999969482422,18.520000457763672,394,444.5583804779053,0.06501551069426499,0.4952407626894627,TARGET_REACHED,3,18.520000457763672
ENKAI,2024-12-11 00:00:00+00:00,2024-12-17 00:00:00+00:00,51.5859375,52.94218826293945,133,152.57687001800514,0.022194124164352996,0.5198324009264631,TARGET_REACHED,6,52.94218826293945
ALKIM,2024-12-12 00:00:00+00:00,2024-12-17 00:00:00+00:00,18.520000457763672,17.450000762939453,373,-425.94350708007823,-0.06153673587166943,0.4952407626894627,STOP_LOSS,5,18.809999465942383
ARCLK,2024-12-09 00:00:00+00:00,2024-12-19 00:00:00+00:00,150.0,142.6999969482422,62,-488.89498883056694,-0.05246442478811913,0.5382495634895551,STOP_LOSS,10,151.5
EREGL,2024-12-09 00:00:00+00:00,2024-12-19 00:00:00+00:00,27.0,25.299999237060547,312,-563.035437561035,-0.06670365792169637,0.5334567563242555,STOP_LOSS,10,27.0
ALKIM,2024-12-17 00:00:00+00:00,2024-12-19 00:00:00+00:00,17.450000762939453,17.969999313354492,390,175.17183460235537,0.025688367141052194,0.4952407626894627,TARGET_REACHED,2,17.969999313354492
ENKAI,2024-12-17 00:00:00+00:00,2024-12-20 00:00:00+00:00,52.94218826293945,49.26093673706055,142,-551.7634041748042,-0.07324785958365153,0.5198324009264631,STOP_LOSS,3,52.94218826293945
DOHOL,2024-12-09 00:00:00+00:00,2024-12-25 00:00:00+00:00,15.1899995803833,15.59000015258789,685,231.83179232597286,0.022236013955493256,0.5441982839120233,TARGET_REACHED,16,15.59000015258789
ALKIM,2024-12-19 00:00:00+00:00,2024-12-27 00:00:00+00:00,17.969999313354492,18.56999969482422,383,201.81050686264007,0.029263698734270087,0.4952407626894627,TARGET_REACHED,8,18.56999969482422
ENKAI,2024-12-20 00:00:00+00:00,2024-12-27 00:00:00+00:00,49.26093673706055,50.71406173706055,140,175.44450042724657,0.02538875097759478,0.5198324009264631,TARGET_REACHED,7,50.71406173706055
DOHOL,2024-12-25 00:00:00+00:00,2024-12-30 00:00:00+00:00,15.59000015258789,14.670000076293944,466,-456.9223557662981,-0.06276862997256445,0.5441982839120233,STOP_LOSS,5,15.59000015258789
ALKIM,2024-12-27 00:00:00+00:00,2024-12-30 00:00:00+00:00,18.56999969482422,19.38999938964844,386,287.2147629089368,0.03998893483272219,0.4952407626894627,TARGET_REACHED,3,19.38999938964844
ENKAI,2024-12-27 00:00:00+00:00,2024-12-31 00:00:00+00:00,50.71406173706055,47.08124923706055,157,-601.059290145874,-0.07533929383452687,0.5198324009264631,STOP_LOSS,4,50.71406173706055
ALKIM,2024-12-30 00:00:00+00:00,2025-01-02 00:00:00+00:00,19.38999938964844,20.020000457763672,365,201.18108997344916,0.028369310155876584,0.4952407626894627,TARGET_REACHED,3,20.020000457763672
ENKAI,2024-12-31 00:00:00+00:00,2025-01-02 00:00:00+00:00,47.08124923706055,48.282501220703125,151,152.58919689178492,0.021420575794696868,0.5198324009264631,TARGET_REACHED,2,48.282501220703125
DOHOL,2024-12-30 00:00:00+00:00,2025-01-03 00:00:00+00:00,14.670000076293944,15.010000228881836,537,150.70376161193872,0.019092023894815718,0.5441982839120233,TARGET_REACHED,4,15.010000228881836
EREGL,2024-12-19 00:00:00+00:00,2025-01-08 00:00:00+00:00,25.299999237060547,23.63999938964844,302,-530.8797130889889,-0.06934273341363288,0.5334567563242555,STOP_LOSS,20,25.299999237060547
ENKAI,2025-01-02 00:00:00+00:00,2025-01-08 00:00:00+00:00,48.282501220703125,47.15874862670898,162,-212.97088517761313,-0.027173635134364146,0.5198324009264631,STOP_LOSS,6,49.06718826293945
ARCLK,2024-12-19 00:00:00+00:00,2025-01-10 00:00:00+00:00,142.6999969482422,137.1999969482422,59,-357.52819927978453,-0.04238055156251483,0.5382495634895551,STOP_LOSS,22,145.1999969482422
ALKIM,2025-01-02 00:00:00+00:00,2025-01-13 00:00:00+00:00,20.020000457763672,18.739999771118164,353,-479.2048025474551,-0.06767287882093606,0.4952407626894627,STOP_LOSS,11,20.020000457763672
DOHOL,2025-01-03 00:00:00+00:00,2025-01-13 00:00:00+00:00,15.010000228881836,13.960000038146973,478,-529.5954114265442,-0.0736661370380065,0.5441982839120233,STOP_LOSS,10,15.010000228881836
ENKAI,2025-01-08 00:00:00+00:00,2025-01-13 00:00:00+00:00,47.15874862670898,46.383750915527344,151,-145.27448925018143,-0.020360217636294774,0.5198324009264631,STOP_LOSS,5,47.97249984741211
ARCLK,2025-01-10 00:00:00+00:00,2025-01-14 00:00:00+00:00,137.1999969482422,128.8000030517578,52,-464.46368261718726,-0.0649720536707918,0.5382495634895551,STOP_LOSS,4,137.1999969482422
ENKAI,2025-01-13 00:00:00+00:00,2025-01-14 00:00:00+00:00,46.383750915527344,47.41062545776367,165,138.4821552658077,0.018058275836261455,0.5198324009264631,TARGET_REACHED,1,47.41062545776367
DOHOL,2025-01-13 00:00:00+00:00,2025-01-16 00:00:00+00:00,13.960000038146973,14.369999885559082,611,215.89064686202983,0.025260356550449503,0.5441982839120233,TARGET_REACHED,3,14.369999885559082
ALKIM,2025-01-13 00:00:00+00:00,2025-01-16 00:00:00+00:00,18.739999771118164,19.280000686645508,369,171.20157749175996,0.024708369828029278,0.4952407626894627,TARGET_REACHED,3,19.280000686645508
ENKAI,2025-01-14 00:00:00+00:00,2025-01-16 00:00:00+00:00,47.41062545776367,48.921875,145,191.19475849151604,0.027756491785180838,0.5198324009264631,TARGET_REACHED,2,48.921875
EREGL,2025-01-08 00:00:00+00:00,2025-01-21 00:00:00+00:00,23.63999938964844,22.63999938964844,335,-366.0075991821286,-0.04612433448529998,0.5334567563242555,STOP_LOSS,13,23.86000061035156
EREGL,2025-01-21 00:00:00+00:00,2025-01-24 00:00:00+00:00,22.63999938964844,23.299999237060547,307,174.41279399871746,0.02504354654095639,0.5334567563242555,TARGET_REACHED,3,23.299999237060547
ARCLK,2025-01-14 00:00:00+00:00,2025-01-28 00:00:00+00:00,128.8000030517578,133.39999389648438,59,240.45986019897464,0.03157962610697829,0.5382495634895551,TARGET_REACHED,14,133.39999389648438
ENKAI,2025-01-16 00:00:00+00:00,2025-01-28 00:00:00+00:00,48.921875,47.17812728881836,156,-302.0078436584472,-0.039493244048024595,0.5198324009264631,STOP_LOSS,12,49.74531173706055
ALKIM,2025-01-16 00:00:00+00:00,2025-01-28 00:00:00+00:00,19.280000686645508,17.799999237060547,358,-556.3897988967892,-0.08044913254827775,0.4952407626894627,STOP_LOSS,12,19.420000076293945
DOHOL,2025-01-16 00:00:00+00:00,2025-01-31 00:00:00+00:00,14.369999885559082,13.59000015258789,593,-495.70040169715867,-0.05805506174183626,0.5441982839120233,STOP_LOSS,15,14.470000267028809
EREGL,2025-01-24 00:00:00+00:00,2025-02-03 00:00:00+00:00,23.299999237060547,21.68000030517578,299,-511.2777203598016,-0.07324231309742942,0.5334567563242555,STOP_LOSS,10,23.299999237060547
ALKIM,2025-01-28 00:00:00+00:00,2025-02-03 00:00:00+00:00,17.799999237060547,16.780000686645508,384,-418.2368833007813,-0.06106655211743442,0.4952407626894627,STOP_LOSS,6,17.799999237060547
EREGL,2025-02-03 00:00:00+00:00,2025-02-06 00:00:00+00:00,21.68000030517578,22.5,348,254.61061358642564,0.03367985817640702,0.5334567563242555,TARGET_REACHED,3,22.5
EREGL,2025-02-06 00:00:00+00:00,2025-02-07 00:00:00+00:00,22.5,23.420000076293945,306,253.41698329925475,0.03673364720076981,0.5334567563242555,TARGET_REACHED,1,23.420000076293945
